"","padj.MM.purple","padj.MM.darkgrey","padj.MM.darkturquoise","padj.MM.salmon","padj.MM.orange"
"T_THEM4",0.978904811908675,0.0294063059567298,1.85735040874063e-10,0.206691826320052,4.69437961100644e-09
"T_SH3RF3",0.196889074831267,0.0327197132504293,0.0542625874738118,0.794762989970127,0.913471334401942
"T_ELL",0.875180779891453,0.0132827400102617,0.0358023866389012,4.19412158306022e-05,0.00124030042119095
"T_ZFYVE9",0.293104134800711,0.0398723652462717,9.20389474980272e-14,0.143518484083242,5.51714156966274e-09
"T_AC007342.5",0.514122781430813,0.0931327387512736,0.00201405226224283,0.924394847971421,0.152919293911959
"T_RAB40C",0.876403228322428,8.39112835408344e-05,0.201385938617146,0.00871845638179723,0.0317592009781301
"T_SMG1P4",0.800654395890906,0.0566483851184832,0.189988957858181,0.437709642054925,0.839252428223362
"T_ODF2L",0.115242227074739,0.0289231321966937,0.00749062235901323,0.480370815786613,3.69100811371877e-05
"T_LYST",0.743042053076137,4.69341893473791e-07,7.32741212862529e-10,0.844613522117345,9.25565120707928e-08
"T_ROBO1",0.0662036178566826,0.946668878796406,0.0526432962263809,0.653533328120587,0.0674925845252823
"T_AC092821.1",0.864537300940939,0.924730077982079,0.148752274531527,0.32844416557432,0.434660844275471
"T_ARL2",0.987737972808748,4.17037388465053e-07,0.699737170194864,0.00337513625457208,0.963376668455645
"T_SH2B1",0.702375811940232,1.59798684778512e-11,0.178968990248528,0.0148715840503569,0.938453548100279
"T_CYP2D6",0.386563415512316,0.00544605274722341,0.754938644072844,0.00523161647710196,0.667825140104783
"T_RFX1",0.242111066770589,0.00125385760286471,0.69016268050961,0.11246567864294,0.000243839163442123
"T_GATD1",0.860236712852659,1.81139167835477e-09,0.608733078932152,0.00381361765623922,0.646514755906175
"T_ENG",0.865828330954024,0.415162227644999,0.000440244067396062,0.00836891322801046,4.62303388294512e-10
"T_NAA38",0.668784031511936,0.0188497650791763,0.00222309803567519,6.76680621907856e-05,0.0145649077683155
"T_H3F3B",0.217025598634994,0.000615002765562568,0.00334973025129072,0.916801153193013,0.364885990641027
"T_GBP1P1",0.053862858655931,0.038308574514647,9.28440369556337e-14,0.408592333655761,1.01633977058757e-08
"T_ARL5A",0.0142028716508843,4.26102508332533e-36,0.000123458016126169,0.375369381884967,0.564670111262017
"T_MOB1B",0.30999288788458,1.26450123330718e-24,1.32942250372412e-05,0.0687149545714246,0.000311836296134034
"T_AC239868.1",0.188857655246542,0.00890392190468471,0.480920173575243,0.380469638863526,0.0216684079788503
"T_MRPS2",0.947166505430439,3.73340979971017e-08,0.961030709177458,0.000687833538995796,0.916846117858402
"T_DYNLT1",0.940543302524882,0.000866379759144799,0.0559780256275531,0.960122611276257,0.271789091655912
"T_PPP1R16A",0.98995018939043,5.00124215603619e-06,0.511526172999091,0.000256875354505577,0.649534664420268
"T_CCS",0.820044498540242,6.9512035066352e-08,0.973554284374182,0.00506403910880892,0.950781857018014
"T_ZFP36L2",0.0911324699881587,0.73134667790934,0.0229478123312414,0.840613749450017,0.638348036210521
"T_TMEM25",0.84736816114017,2.17466462885919e-10,1.81783951471507e-07,0.541236351447604,6.09996321578539e-06
"T_FAAHP1",0.741763622758834,0.174283511105868,0.188153463393706,0.412392719569013,0.842970498213504
"T_LSM7",0.916363909392408,3.96783044692985e-07,0.876875115054228,0.00142445270323792,0.556206851525706
"T_AC023509.1",0.605337282006498,0.00955601774774447,0.831751309490463,0.883507488064821,0.939574725267745
"T_UBE2O",0.894171079371054,1.1529130274565e-06,0.859782950155598,0.000639684338235626,0.599484811898248
"T_AL669831.3",0.678243430178497,0.277000112482693,0.348946678997564,0.121264785708862,0.757349647202737
"T_AL008721.2",0.404507086612182,0.0768986454783692,0.0798358619029325,0.659928498385404,0.144956358611037
"T_FAM20C",0.532415078554499,0.146407785816514,1.50017491046023e-05,0.426322267526738,4.42691564080613e-07
"T_SBDSP1",0.507038843168649,0.313326813921929,0.0243796300274841,0.159529408096126,2.64348315154013e-09
"T_ST8SIA4",0.605487085675984,8.32870195181518e-07,1.75872503276658e-05,0.400928229515265,0.000233630565400195
"T_VPS16",0.958389446448553,0.000174085412190462,0.355768029632487,0.000455634573606696,0.774389688265351
"T_DRAM1",0.962665576159827,0.000195025648368979,1.71381811503918e-10,0.743658361964077,8.07193030311219e-14
"T_PSTPIP2",0.984214668240299,0.00143023513606779,1.22457748599621e-07,0.787066206954314,1.01686076378806e-07
"T_CLEC5A",0.740320467624097,6.22663506528848e-05,8.01242008926457e-11,0.842432268202254,5.71205136048946e-07
"T_SLC35C1",0.990916471645791,2.70867790024608e-09,0.684878142652992,0.034053894150862,0.0123318298813228
"T_MEN1",0.443354727420323,4.27000047605001e-10,0.158973429981754,0.00256622468767797,0.968122077844999
"T_GCOM1",0.219135656689265,0.0172845961938602,0.00532103504137856,0.0182761255114938,0.62243706347411
"T_RAPGEF1",0.915334730652587,0.00022983323151382,0.640932846730083,0.0233721138513296,0.0776328774540257
"T_SULT1A3",0.127836000989831,0.00305337270947763,0.319894705772905,0.978166937512792,0.7089518213755
"T_PLCB3",0.825437345929129,0.0833266429607887,3.99105754388804e-05,0.0364307025983269,7.23758423036525e-06
"T_MCC",0.810011616533433,0.489556782554412,5.01609613386909e-05,0.693575586546467,2.67751673309933e-05
"T_RHBDD2",0.613332621168697,0.00313388876099548,0.267877110225383,0.00560352383199012,0.664848628545989
"T_GLIPR2",0.740164940705291,0.0366896750249361,5.99067719999184e-09,0.313401490082699,7.70561522231815e-07
"T_B3GALT4",0.73277829391314,2.00254743879263e-06,0.629031455617522,0.0117085780334683,0.043405683584535
"T_PDE4B",0.665200189074099,0.361822821366292,0.358503481931149,0.568269812194039,3.88863960366481e-05
"T_GREM2",0.302911600329597,0.837971204506372,0.106414144112317,0.918700413376668,0.00310630546890446
"T_ZNF793",0.546119640012282,0.692631754821537,3.2772953612683e-08,0.253619271034642,2.16098327321128e-05
"T_VAV3",0.822583158611907,0.0016268456378076,0.00798210599963948,0.970899004246485,0.12295684560389
"T_SNORD14B",0.261963527115443,0.0248282019702342,0.275948586584486,9.03913437489817e-10,0.919439937648895
"T_FAAP20",0.994037773166364,5.78728757573947e-07,0.6467385627479,0.0131358636144102,0.477128010878464
"T_ATP6V0E2-AS1",0.35358166346218,8.56063001365254e-10,0.000417563046723521,0.568676113746868,0.0460103485412097
"T_BCAS4",0.205919882215312,1.68375065043878e-13,0.000208520028064133,0.83384487970316,0.00099949583319534
"T_EVL",0.888563452640773,2.72747338275367e-11,0.00891399146268896,0.022961175287615,0.003463502718862
"T_BCL11A",0.80485201321543,0.000749856628939498,7.75584138893125e-07,0.174158706194458,1.58625290472922e-09
"T_PLD1",0.85796226407657,0.0417367230150722,2.72196789601097e-05,0.901605412817029,3.93912826113012e-05
"T_CDR2",0.887491356552489,0.00398947834291332,8.1281190123769e-08,0.50443068225358,5.09569390302779e-12
"T_AC004585.1",0.245196799871854,0.132587855850597,0.0527559079364371,0.317763736366883,0.0338318993706985
"T_ERF",0.932002244880596,0.000882750407228572,0.192850931921234,0.00283204643076518,0.140831056774024
"T_EEF1B2P3",0.114810846839549,0.000252422070010194,0.000115838443919402,0.00220924890813599,0.00272829487305614
"T_SH3YL1",0.811936216071736,0.37140646007281,2.62902725800174e-06,0.297915762134351,1.40396353199656e-05
"T_AL365475.1",0.998771450005962,0.0469255353608495,0.0124871006947477,0.561494358246441,0.964218306034992
"T_PISD",0.9537099562402,0.132497231098388,1.43976951923881e-05,0.000466622893345399,3.20283841480543e-05
"T_PRKACB",0.423799053281743,0.0182767755013078,8.56014219015624e-05,0.626918579257941,2.45354716983302e-08
"T_AC005306.1",0.92436690144881,2.48724431259764e-11,0.783749730967701,0.393249421093012,0.835259198703887
"T_ARAP3",0.325502523353618,0.427060220679275,0.000122682142534866,0.0926136493930936,9.47817451467384e-07
"T_RGPD8",0.718426011079588,0.387183321942087,0.0179211072959666,0.0730208904781514,0.0753151373702405
"T_CARD19",0.547653113351302,0.00108273724418744,0.189547557226737,0.000726952603870143,0.0838229360025761
"T_ZNF574",0.717635682101294,1.67880860358503e-06,0.842810732099854,0.0014555377718187,0.749263889821585
"T_COL9A2",0.76006420047355,0.306400831533071,0.000257880058066279,0.178388582847029,3.70786015928305e-06
"T_BBC3",0.678885599972693,1.58848477881253e-05,0.776527132207221,0.0304218696474505,0.0651377202788443
"T_ACER3",0.916478369853576,4.59526117038343e-15,1.04487422293222e-07,0.550794230063673,7.06052425567371e-06
"T_SPINT2",0.856935589015825,0.00449726114148827,0.0285279521272109,0.0672030122061262,0.0196162826890428
"T_CPM",0.820992661696103,0.00579263879804867,1.40746583755356e-09,0.570726461749822,1.32633034221535e-09
"T_TRBV9",0.289476047894309,0.000101407199635456,0.0258766858283429,0.789395231553434,0.000193773488280766
"T_VTRNA1-1",0.183593864952133,0.0011236511300049,0.0707167855854873,6.2866503978609e-25,0.721069553851832
"T_AES",0.73834373516685,2.4558086702636e-06,0.10997858795148,0.000673014298086441,0.106146166345111
"T_SLC25A23",0.556821670773686,1.55964255378855e-06,4.1055197282196e-07,0.447761301515963,0.00156705380328592
"T_HNRNPA3",0.673519783502287,0.000143786043993602,0.961799273923652,0.241798335153647,0.32384508328122
"T_PEA15",0.878632474256052,0.0939183885208349,9.4302859123129e-10,0.296182241549594,8.01942480564059e-12
"T_SLC15A4",0.737027861756113,0.224433360383833,0.000355525474761559,0.486436487933805,0.00957196766234857
"T_HAMP",0.685102516697569,0.226777261876584,0.883439615525156,0.553159797418442,0.333045196141778
"T_C19orf70",0.81865313587778,4.33606863711066e-06,0.321912974139029,0.00374783559171022,0.638348036210521
"T_TRAF5",0.938804242014856,0.0653244779364508,4.13164048410944e-09,0.342741224326815,1.52775879712522e-05
"T_GSDMA",0.895353621840901,0.107446293960734,0.18770289638945,0.364632153828922,0.586525800348518
"T_ZMAT5",0.800654395890906,2.59590614350538e-05,0.0609501133555979,0.00362637396055041,0.240463720263855
"T_ANO8",0.764706524689235,1.30333343210407e-06,0.845531007149332,0.0162911982580321,0.216316386194541
"T_IDH2",0.204903788976279,0.0235292759255175,0.00347234232118894,0.000409760437630063,0.116990046165931
"T_ZNF768",0.744134130336448,0.00620669877012122,0.024733492046176,0.280363863866105,0.194992475218585
"T_SH2D1B",0.957343046781614,0.633191620452988,0.954177649723673,0.539442083070149,0.586785034775788
"T_CDK2AP2",0.883043668545516,0.00509035003495087,0.114706280820553,0.000511361376111246,0.00941197578328861
"T_MIR4435-2HG",0.0064846248655135,0.365114418971464,0.00168227644497424,0.483620376007097,0.209117924636729
"T_ABHD5",0.571964148674559,0.000102503671141419,2.99703339268938e-12,0.610830934257126,2.71585281445641e-07
"T_RNF139",0.0729904766117936,4.53132352281131e-08,0.253059883840398,0.922994690159389,0.00304493934805297
"T_AL627309.1",0.705721487583086,0.79862849096682,0.355345013104917,0.580474327745635,0.00566318174444433
"T_VARS2",0.861784895595042,1.12490804602509e-08,0.712296240497206,0.000453376025059513,0.38030108061478
"T_KIAA2013",0.980786293997729,0.00109879270726886,0.0164738410973292,0.00340065070853222,0.00433626063557558
"T_EVI2B",0.2490619310269,0.00015386054884868,0.5725200675051,0.999204317851589,0.00036165806914126
"T_RNU5D-1",0.811434726738647,0.000226202887078463,0.96260807763016,4.28913365667414e-06,0.724127167047087
"T_SLITRK4",0.441105878339467,0.0332400127895435,3.60327677180239e-12,0.0225951316964662,2.21014256536541e-08
"T_HCG4P5",0.584412292175948,0.00219961548030203,0.514969999319495,0.578311082962061,0.487246106777832
"T_HRH2",0.284424441087433,0.847836781890319,0.00186989800379907,0.0682589948414697,4.26664214540312e-07
"T_NFATC1",0.674111083687141,0.00371772528190093,0.29555049650806,0.227366462247721,0.273746446300682
"T_FANCA",0.0507441699323451,0.892112710070042,4.23315376699516e-09,0.000267133932424835,2.73807697642262e-07
"T_MTA1",0.84854691239171,1.44134848945879e-08,0.777781675660957,0.0547035035989429,0.458777630263388
"T_IFRD2",0.968117596054277,2.27098723850218e-09,0.635231320643068,0.00581096107936959,0.572986923170058
"T_MIR17HG",0.219432057790548,8.91753270251976e-05,0.780104553309081,0.504638769227981,0.401245732404854
"T_ZNF853",0.483881353517017,2.58897037820224e-07,3.6748573705836e-07,0.958937139677348,3.31816450903952e-05
"T_SCARNA10",0.626019774610331,0.631634614960042,0.326565398218579,0.981045242249665,0.000650545482353637
"T_SLC2A9",0.584889590905199,0.177377599106379,0.000162565242229337,0.511611731826771,6.55694658159152e-07
"T_DDX12P",0.977070082235994,1.93460497214993e-05,0.00221011965352098,0.893006539169277,0.157940850019309
"T_AC074143.1",0.843691386548417,0.00388792386981889,0.793621939235077,0.30831939353888,0.226552223919093
"T_GRAMD1B",0.995101113594724,0.150509582285078,3.80199977868109e-05,0.163113196562251,1.76331403824146e-07
"T_PSMD8",0.745259016667381,0.000247418015495761,0.035552907071836,0.00627841819026192,0.612474092661189
"T_MME",0.970983258943445,0.0447529756245954,0.15227925936094,0.536509300906344,0.347757419218441
"T_KATNAL1",0.211213894390724,0.0113063622618262,0.174262017201629,0.824053317296682,0.0176138834854488
"T_EHBP1L1",0.374839997008536,0.00238426734901484,0.0198373959763134,0.0703380789468314,0.000907409058751643
"T_ROBO3",0.723333295298114,0.0125111912571943,0.0152786478903251,0.421844443542289,0.0681022503758988
"T_DDIT3",0.545181935013516,0.246606910176963,0.0149493437726248,0.197064832154041,0.303735693301943
"T_NUDT14",0.924594618488317,7.60694817738853e-05,0.240029521611392,0.333001855664273,0.0614484340617403
"T_SLC27A1",0.500492428248841,0.00291295867600606,0.0441287310210927,0.0221650568990462,0.000539302147921239
"T_LINC00963",0.895788373958955,0.93565266470698,7.04670110065947e-06,0.458727764815536,6.91261289199486e-05
"T_LRRC4",0.376303352163145,0.00447082989150032,0.000457348326866965,0.813509874880017,0.000671049425596403
"T_CTNND1",0.645727668041018,0.00521312232901295,1.05039076893932e-07,0.678521510393109,5.16179681660585e-13
"T_SNORA71A",0.000229352782430766,0.113495184437627,0.10503641237957,4.12677225678383e-13,0.464646291380458
"T_NRGN",0.285739749075296,0.3641106901303,0.00018657777389599,0.687851559687584,4.59021244560411e-07
"T_ZNF107",0.332100588934523,0.00693909571447071,0.00374318411663724,0.484647577531962,0.000132410060154001
"T_NAT6",0.985723456693432,2.72947076466604e-07,0.638918197224541,0.000438119592851716,0.988122552230161
"T_SEC14L2",0.590281463231225,9.74255054795177e-05,1.24647074825579e-07,0.427675392414645,3.18420054546023e-07
"T_SETD7",0.366583912768006,0.000437281003370294,0.00226250859596438,0.393090894805872,0.00320036954301173
"T_ARL17B",0.950878710787143,0.390121050945717,0.780566423508542,0.644450764368826,0.0794581637905825
"T_CCDC65",0.949694838390553,0.0264524868969659,7.2965896939152e-09,0.0239875530642258,1.93282566277332e-09
"T_C19orf53",0.982822640799909,1.38818180998196e-05,0.821611103425655,0.000497441977794715,0.33068174771748
"T_STAG3L1",0.46054765701518,6.60044832366014e-09,0.00145922685637957,0.169670829491448,0.573271129376301
"T_AKAP2",6.40392642123126e-08,0.462484199647057,0.0590111100954492,0.645633727198628,0.0888325850035473
"T_CBLB",0.628989579205236,0.087928659393721,0.000642574290701546,0.6329438186006,0.00191190252985719
"T_EVI5L",0.885820946684346,1.51884709158759e-05,0.553821454357369,0.00100409468684215,0.104814021656533
"T_TMEM106B",0.224161156256538,7.65885963262887e-17,0.903670228886742,0.639448100944945,0.0871128207373153
"T_ATOH8",0.935310623316239,0.00566940250982223,4.76373764274837e-10,0.0794860488537287,1.06127110160196e-09
"T_RFK",0.0703078019790143,2.39636421309411e-20,1.78219930146546e-07,0.0336467922081852,0.00913046451230673
"T_MICU3",0.987933901878852,0.0929477592447565,0.00337091870287572,0.58551443783318,5.07473179009528e-05
"T_PTBP1",0.993745128767401,0.000472452456380418,0.498500905336795,3.16206108975845e-05,0.172151406920535
"T_FAS",0.00493123219707943,9.92506150235938e-05,0.000141080401066523,0.931897924232543,0.00905350422998969
"T_AC007952.5",0.299731902196561,0.0223277903912762,0.00571584785694072,0.831101881642474,0.301268886580725
"T_Z82206.1",0.983782743979876,0.367531304550475,0.000631824816344023,0.36175346741768,0.233076895847108
"T_RCBTB2",0.48021454095358,5.34782011716999e-07,3.83345657997889e-07,0.563300507067394,0.00883679327670719
"T_RPL29P11",0.248180816390967,0.382906916048439,0.740830889884526,0.363002323511839,0.780222959621108
"T_HCG4",0.54344013023367,0.318438540561785,0.00636823537011408,0.229781708280885,0.00146053177994945
"T_VAMP1",0.743752138409614,0.00191162428697026,9.58134262394227e-05,0.819021630918783,0.00704100656319929
"T_STX16-NPEPL1",0.58429962229354,1.40540140489348e-07,0.373555249528563,0.213625222407124,0.119366857175816
"T_RASSF2",0.0388985535982407,0.249613408138844,0.000864799365997745,0.771222089020284,9.44736899126542e-08
"T_LRP10",0.963110521983782,6.45734847875685e-06,0.62896703047277,0.00043212119094417,0.206227957011984
"T_USP5",0.918478536527718,6.68631281327939e-08,0.940945789949887,0.000887684082514104,0.900033525191278
"T_ADPRHL2",0.957299421554806,0.0212201513058891,0.0127406623933834,0.00311345083905497,0.0108901241668923
"T_DNHD1",0.9679021212415,8.88837221596063e-06,0.127529573875901,0.0733871995955082,0.738240564508415
"T_SNORA5C",0.139728565042256,1.30913297345779e-13,0.032433656092702,0.00236868362247965,0.591349820312864
"T_MGAT4B",0.981207579968354,2.37924282308124e-06,0.500948777672635,0.00721863484857527,0.209432350763045
"T_SNX18P13",0.93551881844512,0.0535917012503702,0.306189812108145,0.87604039701131,0.248468522423441
"T_UACA",0.379209981978755,5.90169499868051e-05,2.1835727439639e-08,0.490710904751947,3.33137193219599e-07
"T_RPL3",0.171394227730604,1.92466386176621e-10,1.69461625540246e-07,0.502898217077615,6.42979283476072e-05
"T_C5orf17",0.83751492755612,0.904243420586835,0.646887367289475,0.862153212992598,0.0585446847419467
"T_CD4",0.555078374333876,0.000287142047060355,0.290515257462569,0.00464664577617926,0.000104613439593376
"T_SNORD116-17",0.42725837564229,0.369684104792978,0.142064635940974,7.81044248605758e-14,0.898192989599183
"T_SNORD116-19",0.42725837564229,0.369684104792978,0.142064635940974,7.81044248605758e-14,0.898192989599183
"T_GPRC5B",0.292781068036792,0.00231577233257611,0.286860577269072,0.565177356829709,0.11695313672316
"T_EP300",0.968095318793463,0.774255150937682,0.480858453831069,0.0217751292343563,0.000492959416244826
"T_FZD2",0.900283866330204,0.0361561021846187,2.09702248042134e-10,0.340512951054071,1.95763426855579e-06
"T_FAM117B",0.680519764365304,0.00214378097112765,0.294154828105911,0.30831939353888,0.0940840494324546
"T_CHN1",0.0372218064849464,0.662481372814366,0.30789019369767,0.364617713353074,0.00696322081984198
"T_FOLR3",0.73709654992351,0.0380729152300869,6.337778306132e-08,0.319335662424185,4.19793513023269e-07
"T_ST20-MTHFS",0.90464370081558,0.000208789930062437,0.763219476347334,0.611891367260269,0.618307299222237
"T_LINC01806",0.054208386672592,0.00422273294655871,0.15975245865863,0.361841120652377,1.06840439167252e-06
"T_PHLDA1",0.126533364130346,0.140372354798744,0.270650405246755,0.521697508921784,0.278742524843846
"T_FLG2",0.914511900520858,0.495554434089122,0.819822914729715,0.748673840273831,0.205805289810246
"T_SLC8B1",0.419002836013303,2.501248897935e-07,0.514461979713605,0.00604411323959951,0.59034665184449
"T_WDR41",0.635479793088551,0.00109008697108707,0.00282896908294593,0.543039583605348,0.000629543606409505
"T_GPI",0.776861800218288,0.000230662955514975,0.0934443594234529,1.21447914193764e-05,0.101233729812566
"T_WNT10A",0.489634850547218,1.36003945757955e-06,0.0136862989819494,0.82801953828767,0.134451638141218
"T_TRAF4",0.62212202742534,0.0189894506205675,0.884077762356073,0.0765508465837786,0.368637798533098
"T_AP006284.1",0.952587953493725,2.05952230682028e-08,0.00354911719845439,0.0245650956854132,0.0150423855253759
"T_ABHD13",0.00996744401524719,1.56154882002472e-42,0.000203921756780114,0.245333647852852,0.762500342894623
"T_ZNF500",0.804038975220957,6.9349138720393e-09,0.204603159573243,0.00356230583232546,0.856503485539045
"T_IDO1",0.875768460108186,0.00615312203741867,2.1372739490028e-12,0.782772028597014,7.23482574956611e-08
"T_MILR1",0.983749663546711,0.00073119650921197,1.83427655151236e-11,0.627690245359969,3.00509261209546e-09
"T_TAZ",0.981207579968354,1.71399185530139e-08,0.846132314455797,0.000569140459006044,0.84986879479032
"T_SULT1B1",0.685084439462515,0.00045663122569245,0.990748832250902,0.789766433102412,0.0432974508295451
"T_SYNE3",0.333334175071325,0.00226754521725569,0.053413334423406,0.000449409685374308,0.00578387396793709
"T_CELSR2",0.906843950274424,0.00046025926847857,0.131380913723052,0.0262175924731285,0.967076255914897
"T_ZRANB2",0.247830489207131,1.14921710385324e-16,0.811810972554827,0.534514479252235,0.167433497738167
"T_SCML1",0.218276827704344,2.16930465934524e-09,0.451406762548337,0.0753473066485223,0.288448880487737
"T_IMPA2",0.575119121229498,0.352375590070494,6.91466877416108e-08,0.513039344913593,2.16024033490112e-09
"T_ILVBL",0.893976439359358,5.26217144374857e-07,0.86819451666988,0.000376194448164521,0.882487852803454
"T_VCL",0.464378690552735,0.390444646691195,0.00122608740374708,0.254059065275541,0.00363972365440174
"T_OGDH",0.738274909600175,0.0108769418069606,0.00897207828348546,5.02447648478551e-05,0.000226628966332676
"T_CLK3",0.851991584368003,0.000162885718183348,0.446236707132099,0.00012438861094882,0.967906378073731
"T_RBBP8",0.423646319741766,1.28360857891791e-05,2.66771724292494e-11,0.867370042062849,3.8431461782608e-08
"T_AC239799.1",0.731472095660673,7.57383978566192e-07,5.96503388601582e-06,0.119040128344292,1.24398298219434e-07
"T_RNVU1-6",0.835659131565588,0.106457082247931,0.146046600126241,0.0298991740229504,0.00856534451168493
"T_GNB1L",0.690280328662825,3.28149688912896e-09,0.793621939235077,0.0178520909282779,0.649973577566426
"T_RAB8B",0.0297169081572,3.42653717411136e-32,1.34603665293809e-06,0.134357553173338,0.140996129414026
"T_AC087741.1",0.451439234848782,2.63545799054607e-07,0.151920459448271,0.321433298116213,0.659295585254669
"T_RAD54B",0.825854513963319,0.245397166664232,0.000684006212655163,0.0973213502583448,3.81451797230974e-05
"T_AKT2",0.960490909252481,3.33216359649473e-07,0.936515811156381,0.000232199251138143,0.624129485738014
"T_SEMA3A",0.423949401999242,0.579372158567415,0.0785939443462712,0.89421997394452,0.281440581466449
"T_MIR663AHG",0.626724637746304,0.0468877680139936,0.466253888422985,0.0366506850166737,0.196479901426885
"T_MAPK13",0.527350231357781,4.01389145190958e-08,0.00142892523419704,0.607683259127771,0.0155490893485467
"T_ADAM28",0.891668733324127,0.195662902976401,2.71015136596544e-06,0.427444528329492,8.4287930375369e-09
"T_CCR9",0.913330823243171,0.570436461839484,0.00164213959537654,0.889749868964278,5.32543468356741e-05
"T_AC095055.1",0.174852538966912,2.74468643036138e-05,0.111497696002744,0.576896135886885,0.00771066038026768
"T_VAC14",0.834317615289698,0.000387152036886246,0.486940849800376,0.00979133451999626,0.000700444628662352
"T_STAT2",0.00661831641733148,0.193458151297671,1.39310895529184e-25,0.0519425056173716,9.1022170588109e-09
"T_BMS1P2",0.632179620495675,0.840067563626805,0.447528813536071,0.561077357798116,0.863990441137746
"T_C1orf162",0.956629074964741,0.134724659269448,5.74495501837253e-07,0.750278779966381,1.81328141036534e-08
"T_HLA-F",0.969247138457371,8.03312614227641e-05,0.259915573656858,0.033339591123493,0.377255921259593
"T_PBX4",0.477301525935235,3.97528775004655e-12,5.79150243799817e-07,0.791454426891608,0.0021872441296179
"T_EXOSC5",0.950214353412464,7.35530259542627e-08,0.389328438339488,0.022270163709395,0.55192573166162
"T_TMSB10",0.546148750757118,0.0116689093819334,0.00793288877588085,0.000560762550177903,0.458971650853286
"T_MIR181A1HG",0.906387790792014,7.32161207571902e-05,0.000537062727532707,0.391508377200494,9.98160345182558e-05
"T_WNT10B",0.93213718747072,7.12480883147936e-06,1.7877698791209e-07,0.469791413746636,4.72096634279688e-08
"T_PPP2R1A",0.910153981704552,1.76975990106517e-07,0.650888573392118,0.00206829096131929,0.271955374209115
"T_RAB5C",0.990990477025441,0.278075887305853,0.000295383451332791,5.30222535659553e-05,0.00080233869962936
"T_PRPF31",0.952468112877348,1.28646991770761e-06,0.908519602296935,0.000326705613065284,0.84986879479032
"T_UBC",0.135422136568116,0.312393793282538,0.000196088744913393,0.00214500158347847,0.352797233052924
"T_POLR2L",0.69625631448703,1.32639708623939e-05,0.321497263033433,0.000309493612089236,0.387604316198517
"T_DNAJC4",0.767056537458459,5.46076999166298e-07,0.656523755630359,0.00925561548922304,0.197321507430181
"T_ASNS",0.973571189963215,0.147548505137722,8.23544605401916e-08,0.127852060230406,1.82051599542189e-10
"T_REEP4",0.756639767648817,0.275181697096717,6.51968788423337e-05,0.000405434453788511,5.92039810106268e-05
"T_FUOM",0.910153981704552,0.041189695473834,0.000245233950619588,0.0010682026369363,0.000163793671874661
"T_PRCP",0.773741672452923,0.000549530344662522,1.07744597335133e-06,0.872288014698215,5.83900673700539e-05
"T_TKTL1",0.727137228084986,0.331060928482062,8.42856500991704e-05,0.128284241759138,0.000335417426997649
"T_TRAV13-1",0.975943791153837,0.0156842124454227,8.36210022660997e-07,0.0507494072380562,2.50002703899668e-08
"T_SLC26A6",0.932942103943464,0.000111535531224709,0.0611289451491175,0.000222620288760296,0.00552725723693624
"T_AC004951.1",0.546148750757118,0.0319560472747921,0.296643635798616,0.9530030134463,0.053221038093852
"T_TBCB",0.834317615289698,4.19204286626226e-05,0.250545610958715,0.000205109760091008,0.878243924194907
"T_SWAP70",0.719708097686919,4.30315541466068e-05,7.41468041919463e-06,0.803820111373276,6.45090294351722e-06
"T_AC020978.7",0.960227591147228,0.0995417711786172,0.103736456437261,0.59597250364604,0.96490906723754
"T_SMIM14",0.63698174732747,2.08284171127065e-09,0.000511647826311169,0.768250365772475,3.8385370812532e-05
"T_IL23R",0.555658890339204,0.865999986208547,0.00749159515121064,0.313681388549273,0.000359430718416767
"T_PCK2",0.0630361181047835,0.323780124580043,3.83607460372502e-09,0.000187645706640449,1.10738060521844e-08
"T_ZNF300",0.0937190743882504,0.00509035003495087,0.194213390500662,0.310442904692172,0.0987243795043258
"T_RGL4",0.923013590677558,2.27708038291913e-08,0.000151754965686259,0.252017683334388,1.08194657813216e-05
"T_ABHD14A",0.940915083308587,2.49774731696259e-10,0.0104845570082882,0.192580466133431,0.00171656685583836
"T_NUDT12",0.827692679491389,0.682968095919319,0.917665739936324,0.00255520269092382,0.376952345721935
"T_DNAJB1",0.981207579968354,0.0638775829234562,0.0027418275410321,0.899857410231033,2.09479278360629e-07
"T_VPS13A",0.363594583528678,0.108749222173714,8.34124220361453e-05,0.708167360749006,2.35475516457033e-06
"T_ARHGAP17",0.915303582656738,0.989724060224824,0.0667832321878186,0.132175308087816,9.13498062557117e-08
"T_PMM1",0.888563452640773,1.09644030295584e-07,0.54054634522579,0.0263231056844671,0.999281688870229
"T_MICALL1",0.921318556261167,1.18958387691585e-07,0.991401625877297,0.00606463341613542,0.611274442599706
"T_SOCS6",0.987727352842367,0.0149943470009204,2.7177695166902e-05,0.0910326690480009,0.00525091139958529
"T_GRIN2C",0.364287174967538,0.750630289336465,0.476453210994711,0.264168524520071,0.880124585355303
"T_CCDC124",0.671290787108802,8.14432405620713e-05,0.775342645975614,0.000584493360235672,0.26803005807966
"T_FAAH2",0.291278306003091,0.0588803517809671,0.000371804249877639,0.647113551821717,1.7067830829205e-05
"T_FBXO31",0.963037181635265,2.74468523918821e-10,0.202961685268161,0.00536499015890129,0.398656643279138
"T_LARGE2",0.173219759733997,2.39831729207541e-13,3.82388690032426e-06,0.429682057720467,0.00729343379998618
