"","p.MM.purple","p.MM.darkgrey","p.MM.darkturquoise","p.MM.salmon","p.MM.orange"
"B_RHOC",0.561341614868538,0.0211658643672861,0.000849227968950322,0.756658973740089,0.826602063099837
"B_FMO5",0.507936125821869,0.117451112028494,0.248467117495711,0.507956861344701,0.000186147411318094
"B_TATDN3",0.038656805841266,0.661589060970434,0.0985442671030554,0.581820262431915,0.082985615559251
"B_MSRB3",0.869016000998499,0.628237085410392,1.96316707059256e-05,0.259662114647495,2.01165638916669e-20
"B_FARS2",0.238477922601542,0.0543485005261419,8.24203810832998e-05,0.0755094529153541,8.55796844562837e-23
"B_XYLT2",0.0489893139654327,0.372690264223585,0.0174772423621573,0.232043936288579,4.97346050837458e-15
"B_RNF7",0.165008923406856,0.712278681502182,0.595617502290657,0.106013408237793,2.29480368723446e-05
"B_SCARNA6",0.89015406890643,0.962609240826349,0.902426419138728,0.069484870336904,5.53983879460797e-06
"B_ALDH5A1",0.0563760672170419,0.109034930791691,2.57489452464055e-07,0.974281174295056,4.53372542744028e-08
"B_MIR3945HG",0.425721659898339,0.0986974998701717,4.551614570819e-10,0.943271598286631,2.05334255432848e-15
"B_RRP7BP",0.734224756007723,0.60722074123879,0.000289842410436051,0.382290161428144,3.31167362862814e-11
"B_PELO",0.150430210341625,0.550275748016352,0.000447771370742122,0.748740238921018,0.0603969946417473
"B_OPN5",0.0172785962226778,0.452709096844857,0.00834598582811444,0.0526240938082619,7.17885179726816e-11
"B_FOXP1-IT1",0.182911923792485,0.803391282111986,0.0487062324854188,0.0490320958712572,0.00780588543204566
"B_CALU",0.237267527492113,0.0144621480313045,0.0320456792498289,0.0601150908047916,7.63124429280054e-05
"B_ZMYM5",0.0755747267848291,0.576698719573585,0.278667232089898,0.176258183882965,0.188587249338135
"B_FAM9C",0.0594699865438842,0.268709052833397,0.00574821995584908,0.0253073187777647,3.16085802466954e-08
"B_NOTCH1",0.718183683429059,0.0341230378319268,2.79730303069994e-07,0.420261518645392,4.20211281617297e-05
"B_RPS20",0.10797083822165,0.0294962781409557,8.52732927933077e-08,0.137213737861327,4.26197731926556e-26
"B_BLZF1",0.143460700081837,0.821305830473639,0.00134006499983189,0.425214571725953,0.197280923369997
"B_AC006326.1",0.0113054979516882,0.226174722825557,0.00106350367418118,0.00921191463964195,5.23922376255099e-09
"B_ADCYAP1R1",0.0157002897784977,0.643966552984898,0.194930666434402,0.255194000847921,8.52994224607387e-06
"B_QTRT1",0.190981928340352,0.510689196069765,0.000124802492899787,0.371011961026398,2.24582158203714e-13
"B_MS4A14",0.871454540157106,0.00295813149968482,0.139393084918039,0.0342283459093864,0.499634906571622
"B_ERICH3",0.990304994716461,0.547562392086275,0.837943593751026,0.0471778325918695,0.00656934455986386
"B_SCARNA12",0.547415494738418,0.518417856253022,0.925915100429317,0.873728688822017,4.77382067565162e-13
"B_TMEM255A",0.012261456666109,0.273741851734034,0.0639561675791026,0.56857848326911,2.13987729581839e-05
"B_PSMA3",0.461771891836455,0.565977224509299,0.320639657205517,0.571975390935184,0.0148343197222675
"B_RACK1",0.433328238781344,0.144685068075479,2.9698486692246e-06,0.466458172247079,6.43017088525579e-56
"B_RNPEPL1",0.698245456686995,0.186004745633851,0.850984835363281,0.197197272873399,0.031513680633922
"B_ZDHHC17",0.096789298575438,0.967703657865595,0.045222129836761,0.577399094907416,0.828150739386092
"B_DNAAF4-CCPG1",0.0445229088953662,0.0289668124190723,0.085552480737937,0.817979376230833,0.0226853062244331
"B_EIF4EP2",0.41537107429095,0.85992603375677,0.420012585805819,0.861284192028596,0.653663604651055
"B_NDUFS8",0.27398731422652,0.809823007944092,0.0407350359994617,0.347662953520148,1.8305570819547e-17
"B_RNF152",0.0395250515874427,0.0527574098014194,0.000207064593712012,0.0538244378207167,8.22139766599057e-10
"B_GOLGA5",0.0169616944981674,0.566935406379541,0.89749171797581,0.106778610371362,0.0244026586519436
"B_PPM1M",0.0119952492970633,0.673468358400471,0.218986703791214,0.449830561416128,0.894112954890991
"B_ENTPD6",0.793905808478103,0.039043500009251,2.79061906312265e-06,0.0817543125876112,5.47026143277938e-20
"B_LINC01363",0.0928011117758923,0.52086942584984,0.107332181671963,0.595465325601775,1.82724734546857e-08
"B_GUF1",0.125267943188839,0.0526843967516539,0.00691951928649186,0.0402983326537739,4.59383806382165e-08
"B_RFX8",0.0229376044384443,0.462354426312569,0.0333825169459331,0.0648841159968702,6.36004353287566e-09
"B_AKAP12",0.0224404842574624,0.108597378794575,0.238455969621085,0.0859236204297017,0.00676882850835523
"B_UBL7",0.007655146157899,0.450069886252841,0.872882737119149,0.336121573118377,5.19264099839694e-07
"B_KIF6",0.0879020855944574,0.439873615365572,0.0259360287447534,0.144373089007467,4.88219607878213e-06
"B_CAPG",0.544103217625723,0.298760408080884,0.114620761893988,0.496737556396974,0.000393296025179205
"B_NCK1",0.146454335421057,0.360024820804573,0.754635496826842,0.454967731275477,0.0532015873888289
"B_PITPNB",0.141694862312488,0.50617696328561,0.821795630750769,0.686843796826459,0.005158638402931
"B_ANO5",0.0649102704016922,0.928068936284052,0.0319605013817144,0.230638983506264,0.000453732956553927
"B_RPS10",0.172041019500528,0.356664447726936,1.31245792978177e-05,0.582208545381453,7.23796160807839e-47
"B_LEPROT",0.96534691569132,0.591577756106185,0.000131869734541459,0.642012988420319,1.49420267822753e-14
"B_SHISA9",0.0249985057413743,0.553233157071878,0.00847591972226822,0.237768608726888,8.51757198483713e-10
"B_CACNA1H",0.990714938209132,0.502288692462679,0.650710630001094,0.298686070937923,0.022764601305644
"B_RBFOX2",0.0959619516488961,0.590858935961825,0.0959980293238657,0.204794460030306,3.22176863851404e-11
"B_SLC14A1",0.139800598210813,0.047336385844829,0.0039455350120079,0.227016402175721,0.000176114945656916
"B_SNORD32A",0.0172926071635036,0.29477454250746,0.0297134096499804,4.15882148206976e-17,0.230166506593635
"B_CNTNAP4",0.00395071475528818,0.307640450911169,0.023603578180532,0.265887569983004,3.56038883679968e-05
"B_PRDM11",0.0334047829404576,0.0170108105061366,1.54090932673355e-07,0.796030650495213,5.03671435278528e-27
"B_CNOT4",0.150689058310854,0.502238547787256,0.888231409218388,0.389213734379581,0.050975985637309
"B_CHCHD10",0.0104999763877664,0.356197927984602,3.93510085323174e-06,0.183655054930007,5.42625570149498e-29
"B_NXPH4",0.0143667398174006,0.624864572774785,1.26799792586495e-05,0.779271385570898,0.00766831347039823
"B_AL159169.2",0.198978087512539,0.495756598890241,0.000482114337877967,0.649017078665458,7.39346031956037e-13
"B_SH2D3C",0.0150328986736165,0.173624796053672,0.392234349641393,0.823848846396438,0.00409235755480603
"B_SDC2",0.456445461692862,0.895163724520102,1.06119277047752e-05,0.912874087356666,4.99629084511413e-14
"B_LAMC2",0.107943625834828,0.905976057453291,0.0846178486438214,0.382012080487832,1.55862688161155e-06
"B_BOLA2B",0.229571834682548,0.802864193029005,0.0576750921900247,0.639179592910612,6.7992465503518e-20
"B_C19orf70",0.317155508728862,0.70577183030016,0.231518539067061,0.869059741909704,1.25015334972761e-16
"B_SERHL2",0.522659895051933,0.353331860402189,0.044030814690478,0.24188652975708,4.32428032334615e-15
"B_RTN2",0.382783260751337,0.0125363664094783,2.1466890068816e-07,0.744774512740729,2.11422213394164e-10
"B_PITPNM2",0.0581902287874755,0.747525419918262,1.51853264806232e-05,0.594869311631252,1.37375910760793e-07
"B_NDC1",0.0159027242386966,0.0122322082654468,0.0197826622146014,0.0281580944461819,2.92279013388668e-06
"B_TOR1B",0.335136629989,0.0368621731177907,4.68252481137311e-10,0.594733180026641,1.82978878257838e-20
"B_ZCCHC2",0.0531770509684118,8.93475586551334e-05,1.68201376089919e-23,0.082285754290428,3.76720766122965e-17
"B_MAP1LC3A",0.132428501676684,0.00138262694186285,1.61272211225335e-05,0.355122196633117,0.07974243926766
"B_C9orf139",0.0332538236616942,0.501082982493762,0.114762812916415,0.406498182291394,0.474419136356939
"B_STXBP5L",0.0234379154549843,0.286038046645551,0.0260245642413772,0.00613156543267491,3.85250166476977e-07
"B_ARL17B",0.166251545828976,0.00869096324042871,0.0797701318692429,0.444422736210837,0.00256232101098296
"B_BAG3",0.17727770504535,0.241224139789025,0.274857806423038,0.0959713760016148,0.179347966663683
"B_NEXMIF",9.2528617495831e-06,0.851589528451949,1.97627212702251e-06,0.805327087644899,0.468002877823974
"B_TMTC2",0.125019146311788,0.390740805794127,0.316734608171336,0.500278684468532,4.26338155253899e-07
"B_OVCH1-AS1",0.977880214867636,0.71678538350151,0.417294048873124,0.325067371408836,0.00690563454403321
"B_NLK",0.016767981117435,0.293399314758502,0.189035436787639,0.280854983924867,1.13651112095574e-05
"B_MTND6P18",0.163540156265314,0.90112428367822,0.0276611444577728,0.589581269113955,2.00642668312e-10
"B_NDUFB6",0.145387671175738,0.293574353700446,0.000333260566768862,0.528002133254478,0.0829823495913471
"B_TRPM2",0.961920746840174,0.331310577190205,0.227479803175345,0.77841631588954,0.176027768083494
"B_KL",0.19613214890217,0.63211802648974,0.0114635310052191,0.842204114174719,3.67023826985336e-13
"B_RPS6KB2-AS1",0.261967547833019,0.479951095926609,0.257081441286697,0.0812305681267859,0.971922245582571
"B_FRMPD3",0.00400945424360128,0.774195146756333,0.000315670568504216,0.753279815585739,0.000174285514603975
"B_LRRC56",0.256871366982365,0.748373423576716,7.31998284140613e-07,0.995364377877138,1.63912651057185e-10
"B_DHX29",0.0719256920310265,0.1454072567802,0.28815080369982,0.094845787600709,0.0011602680386863
"B_PTPRD",0.0126176792302539,0.977346378538801,0.0751561727147415,0.0942029783078602,4.66531325478344e-05
"B_AL391244.1",0.0842847539082487,0.827116902699845,0.69182379480092,0.536179196911516,1.38629786731851e-10
"B_PXDC1",0.000158956873007402,0.334305660849358,0.000432103763635144,0.858593215126839,4.39006728836605e-05
"B_EFHC1",0.00062884615329013,0.202927268922618,0.0289647375481191,0.16665683616246,8.23021149295871e-08
"B_AL359976.1",0.00375480273211801,0.154227885027439,0.0479915678549195,0.151225146091148,3.76544026073256e-06
"B_GALNT13",0.0490311535175192,0.48481943777743,0.0344446400530942,0.660074261159873,2.04428199217518e-08
"B_CDYL2",0.19936090433859,0.325946117501575,0.55978779543451,0.368439459820359,5.59917973135914e-05
"B_AC124944.3",0.0246099292952432,0.0359800730958126,0.000156483639763436,0.342337772159755,2.03105795863644e-09
"B_RRN3P2",0.476995141640415,0.0130407630295508,0.0464952234209857,0.0407766237116529,0.000713759588025318
"B_RBMS1",0.554784421144487,0.922198352738072,5.13023721901781e-06,0.296185633374714,1.37304277499134e-17
"B_BLMH",0.580854085199492,0.0891835421240459,0.058250983364722,0.231503829793952,0.00536405216189021
"B_CBL",0.0174110477806468,0.780301717976127,0.0932028043597429,0.267911557270835,0.316677764245762
"B_HSPA4L",0.0086171526621891,0.480069894166173,0.012730980976571,0.202227678606048,1.86477967041624e-08
"B_ASB13",0.929743438090846,0.0320237875201307,0.321460924237414,0.102056532587826,0.17167771845588
"B_SPATA6",0.776511193790475,0.576563982180331,0.685075218175012,0.611100861314545,2.95885875701132e-11
"B_DCUN1D4",0.0481073524683794,0.223215922258523,0.346362876093802,0.284872324438951,0.00023604213301066
"B_B4GALT3",0.182421809725833,0.678100573242541,0.332910120374134,0.418308805018332,4.89999359247258e-10
"B_MTND6P24",0.173829309940204,0.561068600312408,0.0963862390718852,0.0525930941329915,1.04652109805698e-08
"B_NDUFA12",0.128743135072035,0.121826380094031,0.253654704034535,0.0334943129246014,0.000841959773349727
"B_FXR2",0.005074657343787,0.912975745545668,0.742961574912612,0.151050760207289,0.000795466249548611
"B_PPIL4",0.0621521489139004,0.533792803399592,0.955272292121714,0.126102062910204,0.0937406999096477
"B_SLC9B2",0.00686235773865398,0.380186306795259,4.75824399950826e-05,0.665276156656988,4.22150665153755e-15
"B_PFKM",0.0021574122247597,0.293371739582949,5.73611456264649e-06,0.277720267906591,2.71281970378457e-23
"B_AL355488.1",0.0070969293862227,0.0881144488211863,0.00504624881527803,0.186351960975871,0.00022810046580189
"B_CNIH1",0.331421362510378,0.0212425170313854,0.0487311624456384,0.0556038090216349,8.42310813427662e-05
"B_LRP6",0.365680493411986,0.204198030537635,0.831484950325457,0.680832782688383,3.98096399095676e-07
"B_SCIN",0.00657232658290552,0.306374716619777,0.00473096626196155,0.196701483801317,0.00345348170190973
"B_HIST1H1D",0.87746790645277,0.62478865193395,0.00398814173807507,0.518394100628415,3.18223799618144e-23
"B_NUCB1",0.401879780055818,0.0154687148078662,3.94662957492475e-05,0.454751919264016,0.0364345460075306
"B_WDR86-AS1",0.50436615484031,0.23669301440328,0.5437358309805,0.0693126563272225,0.0151364892233651
"B_AC067863.1",0.0251849624325554,0.593582156255556,0.116398707222041,0.117747100333725,5.03187245551219e-07
"B_AC096733.2",0.0142314449680482,0.147816944654904,2.4616329042241e-08,0.3140358957909,6.89891071009017e-22
"B_AC099654.3",0.00702780024194287,0.229565447738852,0.0450077028279356,0.0159651205384337,4.72189198635384e-06
"B_SYT14",0.0202898193910639,0.504723115051967,0.134091279815706,0.0369413505776708,3.82147635692367e-06
"B_MMP25-AS1",0.279513341236179,0.715402591555975,0.147611478811921,0.937145778308164,2.3648926126969e-07
"B_NBEAP1",0.0163343963572265,0.174164356515269,0.0036843624581002,0.0125393213694431,3.95527554840272e-09
"B_RNH1",0.0192084664330019,0.939430324563044,0.272834181060963,0.629407134865726,0.0141241406742321
"B_LTA4H",0.159661448537095,0.202122262453814,0.919733352119312,0.174336579820144,0.0181985878077168
"B_ZNF703",0.0233420396150575,0.508525268004107,0.667560491800175,0.787725892216115,0.000485200512746372
"B_LINC01410",0.996661691375009,0.0915462708571063,1.58844984916475e-07,0.745120858619637,7.69015004030307e-15
"B_RNVU1-14",0.428295768564188,0.000408356821575535,3.1951131393638e-05,0.0134277586393275,0.00265637207332921
"B_AC093157.1",0.691729530433102,0.0733132581618929,3.93423321340179e-05,0.949553284933883,4.27735960141741e-07
"B_SMIM15",0.461735082400173,0.0656325467151017,0.519605332611169,0.417208492758887,0.00204986319039698
"B_AC003984.1",0.00121910452576026,0.122331431469843,0.00247946298710233,0.0575072543400325,2.91116696923479e-06
"B_MCM2",0.897148306468169,0.99123486755301,0.0129846245023163,0.0737279927684526,4.8178371276899e-08
"B_SOX2-OT",0.0791220069207958,0.285504453757725,0.00628832600586383,0.131520724776181,8.54305377363944e-11
"B_AC005842.1",0.473104294235456,0.705316697178499,0.0688396469889773,0.195626851519706,2.60773376225852e-05
"B_CYP46A1",0.00190503118877504,0.037177189451062,0.000766228530604829,0.0341059685923134,6.80100027922501e-10
"B_DLGAP1",6.91894779766748e-05,0.043046283995512,0.00131721979889493,0.000200944703686854,1.44067540072128e-05
"B_SCML1",0.524230605856933,0.533583594968368,0.803413139488985,0.788531292205937,0.207082075838229
"B_GALNT9",0.00961902667833748,0.207815098560822,0.0496570725455585,0.336783004841756,0.000133564158933269
"B_BBS10",0.00151242164464071,0.0735548009576807,0.704472723707753,0.332666106771773,0.287699180443941
"B_NFKBIZ",0.440899780978127,0.239749404245963,0.0104336858063157,0.398058112176767,0.627085780919618
"B_KLK3",0.275367589335387,0.298888508034603,0.36344442370588,0.067998328654116,0.00011431484704255
"B_METTL7A",0.906434987539766,0.0786396301671833,1.19638845106726e-07,0.857619492367771,1.71323697198489e-06
"B_KIF4B",0.000294990096366235,0.422474934049022,0.0165151272853927,0.0195028389278152,1.8412929104523e-06
"B_PRKAG1",0.022484877799579,0.393368361806634,0.334605067290818,0.140734220640748,0.155825163743609
"B_ASB8",0.0296304879198531,0.646902525035308,0.0999448792861194,0.179108203030733,0.425561443932639
"B_AMMECR1",0.198121392359397,0.0608725804013535,0.00780832670367052,0.167901001712853,1.83352511309652e-06
"B_YES1P1",0.35212432046256,0.00369897834081026,0.0137574282644076,0.238142764324596,0.00203021867700372
"B_CPM",0.487820017301467,0.0804801284759011,0.616969983769081,0.302655248032111,0.0174508924388106
"B_MFAP1",0.0615974448633984,0.90319053936349,0.0241744703131367,0.614373232930697,0.227182445939318
"B_AL365361.1",0.108648314584143,0.0374919779334641,0.10099006333532,0.852724541555771,0.223289475967515
"B_AC106865.1",0.758638094524335,0.916424636147597,0.00146565975697313,0.734288281108683,3.51708765442282e-07
"B_TXNDC9",0.170623065418319,0.272069692348729,0.177344670043602,0.198426093897616,0.814734471068124
"B_PGAM1P7",0.856925054599516,0.699062133640097,0.00478175894222951,0.808348641830941,5.0132200838802e-16
"B_ASNS",0.100932594353666,0.14643703813408,2.85183188039732e-05,0.271584402461776,1.32692341759591e-11
"B_COMMD8",0.232743690280966,0.788739614469529,0.0738728690483053,0.468244172497108,0.745428822434374
"B_ZNF211",0.0227787331868038,0.300123439954441,0.134722293708363,0.153703924077931,5.62240308374645e-07
"B_ZNF304",0.0262306582600157,0.0277431981166677,0.000138652921294976,0.173340837427658,3.22193627914507e-11
"B_FAM114A1",0.269540680794593,0.206294765740544,0.000104451585946916,0.0951888723198642,7.84018446790122e-10
"B_PDHA1",0.0153523708639233,0.0680172811621343,0.00171486511533195,0.0731497426791162,7.88122412505536e-11
"B_PDE11A",0.0318555200240073,0.975936443013641,0.0039795069759335,0.0663379349038299,4.26703564748999e-08
"B_AC004997.1",0.76975500587255,0.679343480970745,0.405865564140794,0.229827114976076,0.00499873674345278
"B_FAM217B",0.0125497077161681,0.109860155447183,0.808642799637289,0.133093516235716,0.554886254415428
"B_TDRD5",0.0602186074284305,0.200114286230624,0.0546691567736309,0.262136038690499,4.16920247165772e-06
"B_SULT1A3",0.319478389060943,0.834127887787303,0.691497090198608,0.168615433730135,0.264730767616963
"B_FASTKD1",0.0215761082857534,0.00960840431294831,0.0184453703087805,0.211022464569877,0.00120558082278465
"B_WDR37",0.0510283024303136,0.720050401740976,0.972732293654599,0.154082187524147,0.00553015465625664
"B_AC005674.2",0.00697025738839051,0.839900265197463,0.258879569965589,0.109521820908212,0.85853783951314
"B_CCDC11P1",0.0835618714353445,0.487895105774173,0.0399430356667422,0.0436054263672257,1.31076850633331e-05
"B_PCDH11X",0.0220815317819638,0.924790406421546,0.0066953431540613,0.0208757541405818,1.24960443457591e-07
"B_LINC01783",0.090378804506019,0.907453802667205,0.0196931202654488,0.362474016044388,3.64037125706351e-05
"B_PRKD3",0.0393861419040943,0.108124077680873,0.000485162687284053,0.20480681859965,5.87206473883444e-12
"B_SVIL-AS1",0.491384049168159,0.0605126802323623,0.610066588636978,0.0112600803229117,0.143756617972539
"B_AC104024.1",0.171789899352195,0.231426508124049,0.0129263863546657,0.380857975313272,1.17802529610058e-06
"B_PALMD",0.000933072875714141,0.0625666054889078,0.00132198123409639,0.00532564670245906,1.31648688838125e-07
"B_FAM241B",0.0568225054132407,0.461640512360562,0.220543091549121,0.21886829884329,2.67714306909855e-08
"B_IFIH1",0.0104296929693334,0.000564465913470165,2.83889115245232e-24,0.0916989898873933,8.46298997792444e-08
"B_DNAJA1P1",0.0148048569519481,0.093164324013714,0.0124802407932228,0.00266277896220453,4.85592973541432e-07
"B_CHIA",0.0113562396942357,0.174770827705466,0.00291725713268517,0.0189858576833667,7.10750103359889e-07
"B_STN1",0.0579255227814617,0.972547301621651,0.0860443838536657,0.0640832390424713,0.542471067299259
"B_D2HGDH",0.382372593636046,0.495586275907712,0.0154248404252521,0.685977111527104,5.82495570056342e-05
"B_SIM1",0.0329956400451525,0.87305152069368,0.0280296965121768,0.303160189593199,5.71158210436948e-08
"B_AC239800.1",0.183485909380014,0.633825146871517,2.67602814173923e-06,0.847647956660504,4.87010940499506e-23
"B_GPR89B",0.556310250610062,0.208531563347445,0.0104294635278459,0.154916565816228,2.23665951456559e-09
"B_KCNK6",0.627554741512435,0.994136750480069,0.0954372930236611,0.172893661487892,0.467663824200866
"B_CDK14",0.00813148483881133,0.541764484494082,0.154348572044559,0.402695691041921,3.19589516880943e-05
"B_ADAMTSL3",0.0163740130293866,0.699319559840786,0.00409103947257367,0.0347544863210141,8.80464656609653e-06
"B_RPL37",0.0569594093583851,0.172603302272263,0.00051291625603505,0.218578181672986,2.04874414242396e-25
"B_SLC30A6",0.054688284868184,0.346505054292044,0.616928687273867,0.259190121705121,0.0102370263524265
"B_PABPC1P13",0.0717396067376076,0.857722685645698,0.827124897065916,0.020924392597747,6.15284412163868e-05
"B_PIM3",0.091309745236528,0.00512159185627521,0.000658037260341965,0.620370759401822,0.0723279052537605
"B_SYTL1",0.814714382709458,0.172021237390298,0.456589152936547,0.114522192454736,1.38508476894089e-05
"B_SERINC1",0.557740607342709,0.370031240080345,0.000151185277646403,0.528571698913348,0.0450438308447808
"B_CLU",0.00584072191782923,0.0746074139020352,0.256972768970787,0.29871325012449,2.38311126663914e-05
"B_HTATSF1P2",0.299613314833888,0.889582756597948,0.00120710462283019,0.199480147279328,7.07711517329663e-05
"B_HIST2H2AB",0.0350181413070465,0.011471011028635,0.0226778325557345,0.281738926019775,0.126880373824667
"B_ZNF567",0.0784875547559069,0.00576097337064592,0.000406825320521889,0.200886117077183,5.4289944035999e-08
"B_TMEM258",0.209064912994855,0.861093943938895,0.77453387772511,0.244262088390832,4.33890419480861e-06
"B_ALOX15",0.188836277564128,0.664215340356725,0.851182367817319,0.274749591556425,0.957801666816311
"B_IGHGP",0.869470622044181,0.804551964015344,0.231502418257187,0.186233418057728,7.19745987234285e-09
"B_AL592148.3",0.148896028597385,0.0499818664792872,0.0402309936860149,0.548033432354826,0.000401214945263398
"B_PNKD",0.1834669865619,0.557153450036153,0.463471317246367,0.259385744949857,3.14941557946964e-09
"B_CEACAM6",0.197316537983329,0.139723781366064,1.3702075067536e-07,0.819352377043644,3.67547474541719e-10
"B_TDRD12",0.250723827937853,0.437470231553227,0.793028338700599,0.901780550137552,0.567127159185513
"B_STOML2",0.183992307353553,0.994146932630208,0.158069072405629,0.48821400648669,8.81294418918936e-18
"B_TRBV5-4",0.350645827940528,0.618563441860172,0.749530891592081,0.0387927300543094,0.00890496206062613
"B_AC092329.1",0.0219412758665241,0.28880949945811,0.35820953884302,0.319621141073676,5.76611833570746e-06
"B_TSG101",0.0537661742348317,0.741168884033243,0.0422451958440739,0.358477888655431,0.710913436859274
"B_PPP2R1B",0.104978773407953,0.228566831196729,0.134864705811854,0.149994077225792,6.86043073487943e-06
"B_STXBP2",0.903773363112597,0.0623842950552744,0.000115079385535272,0.425489630635126,0.000362561902818386
"B_NINJ2",0.834697074072924,0.237951659922996,2.0301785753229e-05,0.96026643727223,0.0576197067299408
"B_EZR",0.0477019838130364,0.703147945351172,1.17153222608811e-05,0.283797322182005,5.07578653716432e-29
"B_PPP4R1",0.172439206563252,0.157174359402458,5.32979204437421e-08,0.827315677465226,1.11017522560511e-08
"B_BTBD2",0.968780163684672,0.49753784087452,0.000982610326225068,0.449621821799348,4.4567084291144e-20
"B_NIFK",0.151220048302052,0.0232046060622631,0.00966333964471797,0.0672217141916181,1.68321159728817e-07
"B_FBXL19",0.263219238804634,0.129606144731025,0.630349160570951,0.175143668256282,0.167270897256
"B_HSPD1P8",0.0271496233676006,0.565923031437348,0.0302188352751796,0.100916070172806,1.6333033885403e-07
"B_DGKI",0.00184436101221605,0.848406869332132,0.00121447118213156,0.0422405041873878,3.54822018383646e-07
"B_IGDCC4",0.0062060597670039,0.500831822289117,0.0123673434938721,0.0925776865987265,6.03507533205075e-09
"B_SNRPE",0.331252258585901,0.0874074317685151,0.112799430826577,0.329883723413652,5.94487932474613e-08
"B_ARMC1",0.108481242196423,0.0570635038805155,0.0777053310186637,0.624642769842186,8.33010701467204e-07
"B_TAPT1-AS1",0.31409633837827,0.261899023895147,0.0240527187756072,0.541368658214094,0.0914225707943588
"B_LINC02232",0.0662953641553842,0.203247445490786,0.00360695501176877,0.212611884633928,3.50560365523841e-08
"B_HLA-DMA",0.523557561984591,0.447792011933908,2.70198902695813e-05,0.598690954937547,1.63075059747758e-35
"B_SCML4",0.788170839861178,0.867958709597132,0.251698389034728,0.781223087286545,0.0962014600606866
"B_PNPLA6",0.798126733947176,0.139328655976161,0.55447642235132,0.471260362475796,0.113011034853275
"B_TRAV12-1",0.690614366713712,0.236971692787,0.911773213527256,0.0557169236048289,0.00325983369426323
"B_SPAG4",0.222014995964533,0.547375507844156,0.648083652431464,0.9060345107778,1.04208683191681e-05
"B_CD55",0.174052509238428,0.546463878458088,0.0015235816157856,0.59784865000433,0.528631215914781
"B_SPINT1",0.00876600622539476,0.706724868067538,0.512078494807427,0.413220339010732,0.121781772093295
"B_EPS8L2",0.732578562633329,0.255255703606961,0.0923176165184379,0.151875353253951,0.088118586805908
"B_ARMCX2",0.144039886699295,0.0947593578119326,0.00024003776921368,0.404599568090633,8.41174343082552e-20
"B_AC090673.1",0.00528053832201159,0.869891785505493,0.000319042772031212,0.239065585256948,1.77915252019095e-12
"B_NPM1P22",0.0129196834915021,0.97232380210317,0.431986856535211,0.0560009653420609,3.05708391503334e-05
"B_AC016717.2",0.0162077781874969,0.677324590187612,0.0370960596762625,0.0792393964500704,0.000362185172619805
"B_TBPL1",0.0615094970243427,0.802554650614813,0.187240914218947,0.440753484059238,0.0895587815942758
"B_RFX2",0.0148875841116052,0.988079732214761,0.0111508551345268,0.28230697343179,1.39550478037856e-05
"B_AP000347.1",0.981246932490196,0.276073356724313,0.79350997782358,0.756006908440856,7.87442858675561e-07
"B_DPH3",0.445683446545856,0.423716208450708,0.00266394250827013,0.352102005832795,0.467068906361549
"B_COPS8",0.0935769087290857,0.0444081342655301,0.00546771985115366,0.0563010128723469,1.03074737164416e-08
"B_CTNNBL1",0.0576413109118302,0.211283998026312,0.0180037143635182,0.129764873779774,2.76779593980607e-13
"B_NME4",0.66215307502775,0.20774208692728,0.280426010895879,0.0301144474922111,0.00661097492722588
"B_RUNX1T1",0.00649462168898022,0.174366885075979,0.00487691871634245,0.00148331133628335,1.42596684768163e-06
"B_PJA1",0.0645823982863194,0.145344381891769,5.29296521497005e-05,0.142774451827803,3.58627050760491e-24
"B_AC100861.1",0.0216601489474358,0.202220710721361,5.73688121358252e-07,0.204321312286554,1.00036845233444e-32
"B_ZCCHC3",0.00112211658450179,0.131232950888907,0.00620893703961367,0.0952818810304007,4.0536434224279e-09
"B_COX5A",0.770150855503388,0.223206331495109,0.541969924426037,0.282269623548599,3.61342023229296e-07
"B_AC068700.1",0.110092748547527,0.653552472060533,0.858106711863566,0.205586788917612,5.48072337115871e-06
"B_SMIM10",0.352843733963468,0.295688384277429,0.109435191232559,0.576286810539269,3.03847186911564e-08
"B_CYP7A1",0.0331772899147343,0.0802111228474079,0.00275418748980581,0.038792970848484,7.79556026454971e-10
"B_MAD2L1BP",0.668879807382476,0.0181046270833424,9.79379468245759e-06,0.653555334815538,0.885587781302236
"B_IGKV5-2",0.74838846223944,0.382549130503731,0.00517550613547274,0.644220860007693,5.58156801184369e-13
"B_PXYLP1",0.394952042138632,0.784983741500451,0.000652889150584179,0.644375017217514,2.75572727381297e-19
"B_PTGIS",0.00433379770889398,0.499912553582514,0.288612867659421,0.0369005215286451,3.99200019387236e-05
"B_IPMK",0.878437927066037,0.07166038489341,4.10360796129307e-09,0.158055141858876,5.83099837700618e-20
"B_PIGS",0.0379416159153696,0.61601776062525,0.825846456241076,0.241951078677573,0.00027048304280088
"B_AC136475.7",0.491031287880883,0.0684482163189239,3.76718732322137e-08,0.458115404303893,1.29986727649394e-08
"B_LINC00703",0.0109040681413804,0.471065222039747,0.0184109154293133,0.0757697340392672,9.47877110512351e-07
"B_SNED1",0.0179624506504239,0.956828068066149,0.000397181114492675,0.72713563439444,0.0779191571643078
"B_FASN",0.656206917206418,0.870891992434644,0.00186960657547275,0.376871117499722,2.28532033184199e-07
"B_AC025569.1",6.28097475344934e-06,0.113841132647818,6.19398562965252e-06,0.0856734487475317,3.7904877574565e-05
