"","MM.orange","padj.MM.orange"
"B_ACVR2B",-0.493817264093799,9.57385567046217e-07
"B_AC011978.2",-0.675870238220097,4.43789010491138e-13
"B_CCDC78",0.756630007181568,7.31175494655026e-18
"B_TRMT9B",-0.440460441393866,1.7977300232849e-05
"B_TSLP",-0.541760607779358,4.69146146998568e-08
"B_CMTM6",-0.443922296848499,1.50824902595001e-05
"B_COPS3",0.285509630411127,0.00880056177852066
"B_SPCS1",0.366492687799061,0.000516772454543601
"B_CD40",0.839611244657512,2.69406946371355e-25
"B_ZNF286A",0.525591834280488,1.35600179285916e-07
"B_AL121749.1",-0.444710809913465,1.44802219545178e-05
"B_POLR2G",0.441577446231737,1.70176064511431e-05
"B_TRIM59",0.514557987353651,2.72897095757968e-07
"B_SLC12A1",-0.50777828833319,4.15910632179633e-07
"B_MYEF2",0.323475282525581,0.00257941692082077
"B_MYO10",-0.6377511735077,2.12733867190463e-11
"B_AC004585.1",0.427362100029605,3.46032948389703e-05
"B_AC097504.1",-0.318508825675381,0.00306208269508241
"B_RPL7AP64",-0.285796288799701,0.00872055753885067
"B_AL160408.3",-0.495060743230623,8.90796101126443e-07
"B_RFWD3",0.425431963580434,3.79400638257425e-05
"B_SLC9A9",0.458981844411835,6.82992743311526e-06
"B_CPB1",-0.411576070127774,7.32971024670218e-05
"B_NDUFA9",0.579132608862913,3.16600928375303e-09
"B_HIST2H3D",0.294845745485791,0.00662052365804417
"B_FRK",-0.452906923751174,9.44102203115479e-06
"B_ABCB7",0.623635787859518,7.84351427523922e-11
"B_FAM84A",-0.424399275289069,3.98360884143299e-05
"B_GJB6",-0.567707143728898,7.42922721100765e-09
"B_CARMIL3",0.54003187878617,5.2594713359214e-08
"B_SNTA1",0.775732141511204,2.85739677013172e-19
"B_RNU2-63P",0.404162523583657,0.00010324721716343
"B_NCAM1",-0.651837513239652,5.57280231467868e-12
"B_SEMA3A",-0.605069885116267,4.00225872549766e-10
"B_MRE11",0.238076133418523,0.0324122366756371
"B_E2F2",0.448223522172,1.20391080146078e-05
"B_KMT2D",-0.283865150874836,0.00924466012339278
"B_OLA1",0.570327899277204,6.07677537218191e-09
"B_AC026412.1",0.649385961317307,7.09316195484979e-12
"B_CATSPERB",-0.232237589190276,0.0375219277522347
"B_DPH2",0.83172129503326,2.14491943545606e-24
"B_SPCS2",0.349453230457453,0.00100784860024104
"B_ZNF513",0.506629380109334,4.45041726701312e-07
"B_TRBV4-1",-0.381294927635662,0.000280376130315769
"B_AC239800.2",-0.449941761756879,1.10126854192322e-05
"B_DEDD2",-0.424592091083734,3.94683498021326e-05
"B_CSMD3",-0.439423337686149,1.89564428899433e-05
"B_CYB561A3",0.691207677561938,7.4914267732387e-14
"B_AC068896.1",0.635280378638058,2.68094048480158e-11
"B_CARD8-AS1",-0.647284746397855,8.66360797588165e-12
"B_HOMER2",0.421813706302486,4.51048007620313e-05
"B_SRPRB",0.533148525295895,8.38200395474625e-08
"B_LINC01089",0.546382884531928,3.43338769175429e-08
"B_ZNF681",0.589112220095071,1.44805530637938e-09
"B_CABP1",-0.567426162765246,7.58675853832254e-09
"B_RASGEF1B",0.52186628990758,1.72195657425367e-07
"B_AL049634.2",-0.523330979744279,1.56632180980347e-07
"B_PRKAB2",0.406338936031264,9.34620882145691e-05
"B_AL391704.3",-0.486060664722183,1.50739372050098e-06
"B_CTNNA2",-0.488984613291915,1.27075571489899e-06
"B_COPE",0.241633177825289,0.0296441329547545
"B_BEX4",0.601411099045706,5.38614858020055e-10
"B_ZNF484",0.261871109024025,0.0173308791255059
"B_RASEF",-0.382240170209232,0.000269619362589532
"B_NKX6-3",0.264118501194797,0.0162870808163942
"B_COL6A4P1",-0.473330468280685,3.10574623964062e-06
"B_SLC28A3",-0.685922607855379,1.39876993966956e-13
"B_MYOM2",-0.317103090590877,0.00321203028564269
"B_EXOSC8",0.559371791151266,1.36962959975934e-08
"B_MTRR",0.536196906871342,6.84210583642306e-08
"B_PLPP3",0.455045676195086,8.42231750690557e-06
"B_SOX6",-0.603352057631361,4.59019932705728e-10
"B_ZNF804B",-0.502965509181354,5.55742403248125e-07
"B_SLC35D1",0.481699440611508,1.93395267016818e-06
"B_SYNGR2",0.726434002130746,7.72114878150761e-16
"B_MGA",0.555033457396939,1.88154132190661e-08
"B_SPACA6",-0.708956446358551,8.18181772612174e-15
"B_PTGES3P1",-0.604478229286238,4.18855440475564e-10
"B_DGKG",-0.503681702098146,5.31426807541876e-07
"B_TSTA3",0.580822446970938,2.77537268642558e-09
"B_APCDD1",-0.320087320193487,0.002903432347439
"B_RPE",0.37113671079272,0.000427433468008108
"B_KPNA2",0.582397536802973,2.45725300981798e-09
"B_TRIM66",0.259785840642127,0.0183487914031022
"B_HBEGF",-0.251091689786617,0.0231929758586795
"B_CLIC2",-0.657413851014567,3.15216176929841e-12
"B_CCSAP",-0.36548908781044,0.000537887336412187
"B_PCDH7",-0.483691061049824,1.72746435234816e-06
"B_B4GALNT3",-0.272139897473041,0.0130076517801402
"B_ACAD11",0.567915009660695,7.30839551995892e-09
"B_CHST7",-0.372949834220888,0.000397106704295509
"B_DPF3",0.627665510800929,5.47055455306028e-11
"B_RNF219",0.293694765334299,0.0068522075284248
"B_CDON",-0.559490098727751,1.35712913764747e-08
"B_MID1IP1",-0.398316986723499,0.000134275949687872
"B_PUS7L",0.242778433855545,0.0288197608674651
"B_MRPL49",0.507631381436215,4.19387397546306e-07
"B_AC022384.1",0.457481552029276,7.39520240616085e-06
"B_AC099336.2",0.683396306937296,1.86276714395884e-13
"B_GAS6-AS1",0.718746172456415,2.228703873328e-15
"B_CFL2",0.570763176922319,5.90311667514692e-09
"B_TRBV6-5",-0.242896934513177,0.0287334758156371
"B_PRKRA",0.636604324534643,2.37519766958776e-11
"B_FILIP1",-0.528669532207831,1.11516412928286e-07
"B_AC009237.5",-0.468698573114311,4.01240656547454e-06
"B_SEC14L2",-0.223520481931874,0.0461744978153344
"B_CLEC1A",-0.655857448209461,3.69284962003618e-12
"B_PRKCD",-0.28552191780375,0.0087979242029926
"B_ATP5ME",0.508241252105792,4.04175974567195e-07
"B_CCDC90B",0.327247496635439,0.00226330848058405
"B_PTPN12",-0.694416004727906,5.08254705298e-14
"B_CDK11B",0.311989721994259,0.00381394645390644
"B_IGF1R",-0.508335107682076,4.02049569977524e-07
"B_SLC39A6",0.242519000672796,0.0289919911789793
"B_LENG8",0.368558508789604,0.000474879120088663
"B_WNT2B",-0.388915834860998,0.000202780567029497
"B_MTM1",0.308170324091503,0.00432786814660019
"B_SBF2-AS1",0.648208138088551,7.94153848894322e-12
"B_NAP1L4P2",-0.370697706031254,0.000434916207600739
"B_MBNL3",0.638259508989207,2.02821044867026e-11
"B_AC017104.1",0.7489835589583,2.52410590835453e-17
"B_TBC1D20",0.321021903032143,0.00280966032677322
"B_CSGALNACT2",-0.567365137444939,7.61786472417499e-09
"B_SCRN1",0.761184156611299,3.57052165689704e-18
"B_HECW1",-0.426414789055023,3.62115381446044e-05
"B_AC090774.3",-0.412306147608358,7.07512955552461e-05
"B_GULP1",-0.513722886107323,2.87634832364795e-07
"B_HMGA1",0.859157639564634,1.05361288379274e-27
"B_NPM1P46",-0.501592584022655,6.03873856913431e-07
"B_RNF126",0.657755475230085,3.0527879301462e-12
"B_HNRNPAB",0.587893423901398,1.59032729720758e-09
"B_ZNF343",0.807748796139825,5.66188045348772e-22
"B_INVS",0.462499576268936,5.64346257646096e-06
"B_ZNF577",0.562567815708647,1.08224407097355e-08
"B_RPS6KA4",0.252835397441529,0.0221219496842399
"B_ASL",0.55466223134138,1.92790246311107e-08
"B_SLC29A1",-0.293987209125919,0.00679830047171046
"B_MORC2",0.362206052762793,0.000614423197636347
"B_B3GALT5",-0.453264465166254,9.27114360990473e-06
"B_TAP1",-0.525855894540298,1.33549337834742e-07
"B_AL590705.5",0.57974097076485,3.01517057219042e-09
"B_ARHGAP24",0.686405479412781,1.33372603549991e-13
"B_9-Mar",0.643581506045536,1.22687218484858e-11
"B_PANK4",0.396766490269861,0.000143888243585594
"B_CYB561D2",0.481942252881821,1.90880173161856e-06
"B_DMPK",0.27564704978766,0.0117635131943851
"B_SPOPL",-0.323949248933494,0.00253771919058168
"B_CYP4F8",-0.53945375930017,5.47967592035857e-08
"B_FAM109A",0.472845941317125,3.19213249842482e-06
"B_CASD1",0.53362975308041,8.13405082517974e-08
"B_AC018638.2",-0.323494937435085,0.00257813479144355
"B_CTBS",-0.718036965038166,2.4583398741355e-15
"B_CWC15",0.31579248488841,0.00335627816481495
"B_CCDC102A",0.547347274235423,3.21776622658755e-08
"B_WNT7A",-0.3381006169995,0.00154134492978742
"B_NUP93",0.590360803115149,1.30877576000746e-09
"B_MKRN9P",-0.471008326833608,3.53580839821425e-06
"B_PPFIA2",-0.46419210386004,5.1493752889514e-06
"B_RASGRP2",0.484610889969728,1.63669462709343e-06
"B_LSM10",0.514030898080834,2.82272643539249e-07
"B_ZNF300",0.275353912558487,0.0118611801955818
"B_FKTN",0.462511575073015,5.64067868702984e-06
"B_LRAT",-0.501343854554643,6.12703664184942e-07
"B_ATP5MF",0.422847268431276,4.28892585189834e-05
"B_SLC16A11",0.28051239385893,0.010208210045352
"B_CDKN2AIP",0.329317246910082,0.00210872855511256
"B_MTND6P8",-0.508329250298737,4.02091327932479e-07
"B_OR52K2",-0.651533701612554,5.75094177653863e-12
"B_MYO16",-0.272077128315676,0.0130293358819418
"B_MANF",0.31284585447333,0.0037082024829277
"B_IRF4",0.659714097377534,2.4928052888165e-12
"B_ZNF429",-0.227554924831094,0.0419631828999912
"B_AC004817.4",-0.338820068109419,0.00150097458538502
"B_P4HA1",0.330103716801742,0.00205023646657576
"B_PCNA",0.268764726506937,0.0143175218599897
"B_PIEZO1",0.632180012653388,3.60410047052648e-11
"B_FKBP11",0.220772102928652,0.0492330202328746
"B_HNRNPA1P66",-0.535552224631136,7.14750139177392e-08
"B_NUDT12",0.290246340499555,0.00762993300375964
"B_PTEN",-0.472224582121589,3.30914889480017e-06
"B_HEXB",-0.530086391025566,1.01996058412111e-07
"B_AL117190.1",-0.385769736507407,0.000232426621067577
"B_PSMG2",0.426971045785514,3.52466518770014e-05
"B_LINC01192",-0.472383526039417,3.27925527233861e-06
"B_ITGB7",0.55749188891445,1.57111965189745e-08
"B_RPS15A",0.776849280397762,2.36834849169732e-19
"B_TUSC7",-0.509638100399632,3.70523531981641e-07
"B_PEF1",0.370994747270993,0.000429954293910607
"B_AC008040.2",-0.372574104409433,0.00040330526697295
"B_EIF1AD",0.45268114495663,9.54656518485194e-06
"B_TRIM64",-0.395107799786796,0.000154916814724516
"B_ZNF251",0.712212953398059,5.3955493801974e-15
"B_AASS",0.614861648827253,1.72142961821409e-10
"B_KCNMA1",-0.548384215928335,2.99432147754754e-08
"B_CNTNAP3B",-0.527849026725382,1.17372268002256e-07
"B_RRP7A",0.549131386281844,2.83674196581421e-08
"B_LDAH",0.640760223966916,1.60359514182728e-11
"B_SH3BGRL2",-0.42069928808371,4.75454470337197e-05
"B_FAM200B",-0.796910776907574,5.17742169149023e-21
"B_AC044849.1",0.300298118839823,0.0055753191739476
"B_MRRF",0.710618415060208,6.6069971424956e-15
"B_ADNP2",0.278927569169141,0.0106948941920952
"B_DSPP",-0.421322085163514,4.61303734513339e-05
"B_AL136360.1",-0.31748343476789,0.00317117417749813
"B_UNC5D",-0.447602906255828,1.24414895170733e-05
"B_IGHV1-58",0.605093196817551,3.99647072883505e-10
"B_HOXA-AS3",-0.449820603088102,1.10799946506734e-05
"B_ARHGAP29",-0.608564377967864,2.99855714683175e-10
"B_URB2",0.731097535639858,3.93710367632462e-16
"B_AC104695.4",-0.662917467385833,1.7931567736476e-12
"B_GPRC5D",0.267042811863328,0.0150360276062939
"B_MTND1P15",-0.4308029400962,2.92381265567728e-05
"B_AC009686.2",0.79704774477017,5.06393394858363e-21
"B_MMD",0.549580674831434,2.74393750851498e-08
"B_LILRB5",-0.496993504120314,7.9262448686687e-07
"B_POTEC",-0.328040602707027,0.00220488020116536
"B_UST",0.491766791751887,1.07890244400557e-06
"B_PSMC5",0.551795205033932,2.35438666149709e-08
"B_TAX1BP3",0.346957623588568,0.00110853413272479
"B_AMIGO2",0.454482301779349,8.68265615940473e-06
"B_KLK2",-0.435271014984746,2.34292195636491e-05
"B_VPS9D1",-0.462489354489749,5.64564954320395e-06
"B_LINC01189",-0.344088925492428,0.00123567241269684
"B_STX4",0.403272875514151,0.00010753066908064
"B_ZNF862",0.488147684930464,1.33358575285577e-06
"B_SLC39A1",0.264138462504252,0.0162803804980894
"B_WDCP",0.559971826557865,1.31039765836846e-08
"B_RPL41",0.853143918986274,6.53796617749897e-27
"B_FRG1BP",0.46367882769413,5.29357410471503e-06
"B_EIF3G",0.673003415123108,6.11767802214155e-13
"B_SLC2A4RG",0.407058581064208,9.03462085349058e-05
"B_RAB43P1",-0.224921882427848,0.0446932457098151
"B_INTS5",0.67409987219584,5.40790363272052e-13
"B_LIPE",0.480952245237177,2.01813197348186e-06
"B_ZNF117",-0.719422664030792,2.04119847443917e-15
"B_CDK1",-0.308234912249891,0.00431829506541245
"B_EIF4EBP1",0.619606022394872,1.12787760087565e-10
"B_NPM1P25",0.607242103157914,3.34802240663075e-10
"B_ZC3H12C",-0.427087118803083,3.50554521779129e-05
"B_SAE1",0.525840628953334,1.33574796316212e-07
"B_C19orf53",0.662793575055201,1.81094718768703e-12
"B_AP005901.1",-0.549843937030205,2.694481677886e-08
"B_RBM34",0.385457492001873,0.000235374577510717
"B_SLC11A2",0.343557440962733,0.00126033563973381
"B_GPT2",0.259709237128621,0.0183840304418797
"B_ZNF202",0.731067423364441,3.94223109351698e-16
"B_DDR2",-0.516166882888451,2.47535132528935e-07
"B_FAM201B",-0.447252146902128,1.26739052598728e-05
"B_C9orf47",-0.356970583107367,0.000755830658906353
"B_RPL36A",0.81413534882389,1.35994705167266e-22
"B_COMMD9",0.462375976084018,5.678902950025e-06
"B_ZC3H12D",0.72539114525973,8.84432563082007e-16
"B_NRK",-0.316560645896343,0.00327150069218443
"B_HBG2",-0.496134385568541,8.35755898588541e-07
"B_NAXE",0.851902074327729,9.25261627588563e-27
"B_UCKL1",0.852813542445108,7.11554442649646e-27
"B_DDR1",0.559282798781962,1.37789875850299e-08
"B_PRNP",0.491959531283303,1.06729860012803e-06
"B_SCFD2",0.705511896988673,1.28294672207818e-14
"B_PRDX3",-0.262603056370558,0.0169926197532585
"B_AP002761.4",-0.439434280346159,1.89486962374822e-05
"B_SMC2-AS1",-0.624380933891128,7.33987834558493e-11
"B_ZNF502",0.533341410449026,8.28665270477005e-08
"B_FAM173A",0.414717006287598,6.31183985186724e-05
"B_ADAMTS17",-0.323938572304125,0.00253811426295658
"B_AC022784.6",-0.513837179971599,2.85692808056558e-07
"B_MOXD1",0.351307559570888,0.000939424059389356
"B_UHRF1BP1",0.5305576571934,9.90688141750666e-08
"B_AC004988.1",-0.532658101068074,8.65608150395861e-08
"B_EBI3",0.603848158725084,4.41244369338804e-10
"B_SYBU",0.572486186552448,5.20627149520103e-09
"B_MFSD8",0.286242256767105,0.00860762798153888
"B_NEMP2",0.352651832214962,0.000892849002170546
"B_YTHDF1",0.532511119238962,8.74505796766425e-08
"B_SMARCB1",0.88197740935189,5.13427511446675e-31
"B_CCDC26",-0.629712385666526,4.54807559681444e-11
"B_NKRF",0.583541972646066,2.24541462308652e-09
"B_NOVA2",-0.499420324408519,6.87197775150397e-07
"B_FAM43A",0.294186171579535,0.00675554322084487
"B_UBE2V1",0.380801226457019,0.000286023807490023
"B_AL358334.2",-0.501293129287432,6.14106543672662e-07
"B_GPR137C",-0.423998080885856,4.06145813055188e-05
"B_C8orf33",0.766313662812229,1.50857479818798e-18
"B_OAZ2",-0.667128716754131,1.14677456724207e-12
"B_AC011978.1",-0.54080129708907,5.00588335405251e-08
"B_C21orf2",0.594730917448715,9.24184859930014e-10
"B_COX20",0.504604980851105,5.0267518568063e-07
"B_HACD3",0.544009474889277,4.03450271219668e-08
"B_MACO1",0.553354171480592,2.11197054016187e-08
"B_GPX7",0.726199460484602,7.94988581685271e-16
"B_TNNI3",-0.496469198527212,8.18274493827465e-07
"B_ZBTB39",0.777165193220033,2.25314825493821e-19
"B_TSPAN14",-0.458092047088019,7.16304178672742e-06
"B_OSGIN2",-0.705501881616357,1.28294672207818e-14
"B_SAXO2",0.330829772325874,0.00199869610040836
"B_SCARNA21",0.261812070752249,0.0173587295985672
"B_RILPL2",-0.39689473801814,0.000143068120497143
"B_L3MBTL4-AS1",-0.562771451983455,1.06785874081266e-08
"B_KAZN",-0.497477880986915,7.70211094364299e-07
"B_PSMB7",0.55682803389542,1.65012046284764e-08
"B_DNAJC5B",0.498415847740905,7.29089982431831e-07
"B_SLC7A6OS",0.340822833068376,0.00139434538870848
"B_ADCY4",-0.731860650705468,3.53236620003103e-16
"B_LLGL1",0.591487179412781,1.19465165457394e-09
"B_NPC2",-0.38741418757116,0.000216672811575665
"B_NPRL2",0.483142449040835,1.78221320586494e-06
"B_VPS51",0.603016590618848,4.71680448211391e-10
"B_NUTF2",0.667046844792643,1.15612832723499e-12
"B_AC016074.1",-0.470915564089784,3.55312394187765e-06
"B_GEN1",0.486186237923442,1.49795217018673e-06
"B_FMO5",0.365301955323628,0.000541913861188048
"B_MSRB3",-0.764845519690239,1.93428498958336e-18
"B_FARS2",0.792770580430138,1.18040944077633e-20
"B_XYLT2",0.682987840978371,1.94655988586089e-13
"B_RNF7",0.409809181952504,7.97222055665958e-05
"B_SCARNA6",0.436779701994204,2.17120862026571e-05
"B_ALDH5A1",0.513927288178254,2.84157030864324e-07
"B_MIR3945HG",-0.689866240124078,8.83158087883217e-14
"B_RRP7BP",0.602512682908287,4.89530469863731e-10
"B_OPN5",-0.594187180933922,9.65548325120129e-10
"B_FOXP1-IT1",-0.264602557261235,0.0160830028475238
"B_CALU",0.385045836441381,0.000239411585656488
"B_FAM9C",-0.519019386322298,2.06592027756179e-07
"B_NOTCH1",-0.397587716295913,0.000138706480150948
"B_RPS20",0.825613398652734,9.6863120892399e-24
"B_AC006326.1",-0.543212818197788,4.24916769063341e-08
"B_ADCYAP1R1",-0.428830528894373,3.2194535746646e-05
"B_QTRT1",0.651053258134517,6.04528016699096e-12
"B_ERICH3",-0.270116374547323,0.0137895561709989
"B_SCARNA12",0.64424791759266,1.15309678155836e-11
"B_TMEM255A",-0.411191092056846,7.46772743262393e-05
"B_PSMA3",0.243030695196916,0.0286349188732121
"B_RACK1",0.959876807003891,2.14339029508526e-52
"B_DNAAF4-CCPG1",-0.227729582773056,0.0418085260310231
"B_NDUFS8",0.72360033284565,1.12997350737944e-15
"B_RNF152",-0.566289382537673,8.25856119135165e-09
"B_GOLGA5",0.225007429103054,0.044599577176174
"B_ENTPD6",0.75926938334465,4.77752090199072e-18
"B_LINC01363",-0.526599655780402,1.27378692608475e-07
"B_GUF1",0.513739750898357,2.87474221766061e-07
"B_RFX8",-0.540692856041846,5.04165163129263e-08
"B_AKAP12",-0.269167881549256,0.0141622104997494
"B_UBL7",0.477142139907721,2.5121630374441e-06
"B_KIF6",-0.439069692475757,1.93163049605624e-05
"B_CAPG",0.347698989375362,0.00107724565095058
"B_PITPNB",0.277664514986207,0.0110914607674285
"B_ANO5",-0.344215761021243,0.00123012866084839
"B_RPS10",0.937940869096186,1.11353255508898e-43
"B_LEPROT",-0.674164608801879,5.37482977779686e-13
"B_SHISA9",-0.565864525267889,8.51757198483713e-09
"B_CACNA1H",-0.227600076491888,0.0419198992830199
"B_RBFOX2",-0.602804488534394,4.78386975374175e-10
"B_SLC14A1",0.366566225695249,0.000515332686633257
"B_CNTNAP4",-0.400983421148893,0.000119355978437804
"B_PRDM11",0.833759739093931,1.27511755766716e-24
"B_CHCHD10",0.849690426898715,1.66961713892153e-26
"B_NXPH4",0.265176183715935,0.0158223738169777
"B_AL159169.2",0.640220267332205,1.68993378732808e-11
"B_SH2D3C",0.28470804828664,0.00901896981775433
"B_SDC2",-0.664121023926498,1.58612407781401e-12
"B_LAMC2",-0.459040759390434,6.80920437576038e-06
"B_BOLA2B",0.758036747768784,5.83626313334919e-18
"B_C19orf70",0.710440627294087,6.73937115756126e-15
"B_SERHL2",0.684088009160205,1.72971212933846e-13
"B_RTN2",-0.582151759923391,2.50500252836688e-09
"B_PITPNM2",0.497735350143397,7.59402491767789e-07
"B_NDC1",0.448200050857395,1.20489716384593e-05
"B_TOR1B",-0.765365858837134,1.76791186722549e-18
"B_ZCCHC2",-0.718743795404809,2.228703873328e-15
"B_STXBP5L",-0.481884123074002,1.91476225883189e-06
"B_ARL17B",0.298436097525067,0.00591282107068872
"B_TMTC2",-0.480282327829864,2.09704299977223e-06
"B_OVCH1-AS1",0.268531603053533,0.0144137644417308
"B_NLK",0.423432307791295,4.1729800659289e-05
"B_MTND6P18",-0.582746366325259,2.39002582861227e-09
"B_KL",-0.64663996352505,9.21013367591811e-12
"B_FRMPD3",0.366803929945378,0.000510128829515514
"B_LRRC56",0.585032531297076,1.99893476899007e-09
"B_DHX29",0.320272349675948,0.0028840865987728
"B_PTPRD",-0.395425876625118,0.00015273574250396
"B_AL391244.1",0.58691338576594,1.72503063514567e-09
"B_PXDC1",0.396684898845998,0.00014441437195573
"B_EFHC1",0.505322687322087,4.8158054376587e-07
"B_AL359976.1",-0.443724833472918,1.52385279673515e-05
"B_GALNT13",-0.525062265658973,1.40019314532547e-07
"B_CDYL2",-0.39161730788944,0.000180327849641196
"B_AC124944.3",0.555239714966234,1.85315507174858e-08
"B_RRN3P2",0.332902206244731,0.00185714939861879
"B_RBMS1",-0.725507302349315,8.71773190470693e-16
"B_BLMH",0.276459097360933,0.0114874229829536
"B_HSPA4L",-0.526321714007976,1.29633623247566e-07
"B_SPATA6",-0.603705151955814,4.45947062096658e-10
"B_DCUN1D4",0.359822959502918,0.000674695249423068
"B_B4GALT3",0.572433988276298,5.22109066859092e-09
"B_MTND6P24",-0.534122647828909,7.87746404258168e-08
"B_NDUFA12",0.328668243091566,0.00215748820845542
"B_FXR2",0.330131010341846,0.00204885061055663
"B_SLC9B2",0.684276722914765,1.69198663388279e-13
"B_PFKM",0.798151611834291,4.14170947142683e-21
"B_AL355488.1",0.360618665949396,0.000654145299116403
"B_CNIH1",0.382920899244462,0.000261994032170346
"B_LRP6",-0.481366551773772,1.97028655825626e-06
"B_SCIN",0.2897617272541,0.00774410068821557
"B_HIST1H1D",0.797413673915124,4.74960894952453e-21
"B_WDR86-AS1",-0.242324191982511,0.0291422588050926
"B_AC067863.1",-0.477645103087216,2.44087919258413e-06
"B_AC096733.2",0.78257167705499,8.36231601223051e-20
"B_AC099654.3",-0.439671918384032,1.87265198744947e-05
"B_SYT14",-0.443461906615608,1.54403085128229e-05
"B_MMP25-AS1",-0.48948526336424,1.23525338871606e-06
"B_NBEAP1",-0.546830560352794,3.33356556966095e-08
"B_RNH1",0.244741657969546,0.0273910449431789
"B_LTA4H",0.235779835316072,0.0343207690857459
"B_ZNF703",-0.342567884951228,0.00130640956582222
"B_LINC01410",-0.679528754336218,2.891033849738e-13
"B_RNVU1-14",0.29740230422227,0.00611151978219076
"B_AC093157.1",0.480230454008844,2.10292999086402e-06
"B_SMIM15",0.304754091454512,0.00483971949096206
"B_AC003984.1",-0.448269939371979,1.20122424973583e-05
"B_MCM2",0.513060960341619,3.00083284191211e-07
"B_SOX2-OT",-0.592281713701929,1.12260890586589e-09
"B_AC005842.1",-0.407266022712166,8.95512967808557e-05
"B_CYP46A1",-0.568556107315559,6.95043462363312e-09
"B_DLGAP1",-0.418900308479196,5.17669924801033e-05
"B_GALNT9",0.372800535264326,0.000399653378016963
"B_KLK3",-0.376254051170083,0.000346461121510988
"B_METTL7A",0.457433585970912,7.41179741286997e-06
"B_KIF4B",-0.456203168683723,7.91783663922728e-06
"B_AMMECR1",0.456275463263153,7.88612951869469e-06
"B_YES1P1",0.305023655505226,0.00479843695817471
"B_CPM",-0.237284517337654,0.0330415458464653
"B_AC106865.1",-0.483316977970577,1.7650441018992e-06
"B_PGAM1P7",0.700449184275384,2.4514523637556e-14
"B_ASNS",0.612054001378466,2.19689307548991e-10
"B_ZNF211",0.47586689067377,2.69659620323571e-06
"B_ZNF304",0.602803937157147,4.78386975374175e-10
"B_FAM114A1",-0.566858393803612,7.90341176199719e-09
"B_PDHA1",0.59316640167393,1.04594878899208e-09
"B_PDE11A",-0.514788990963788,2.694686231443e-07
"B_AC004997.1",0.278632786036616,0.0107894166705219
"B_TDRD5",-0.441907368269192,1.67437850267378e-05
"B_FASTKD1",0.319253160487164,0.00298632851816857
"B_WDR37",0.275514017282055,0.0118089999065912
"B_CCDC11P1",-0.420714034846647,4.75174372424618e-05
"B_PCDH11X",-0.49915210028085,6.97713252136187e-07
"B_LINC01783",0.400530333059163,0.000121853431198779
"B_PRKD3",0.620297713665159,1.06185619147097e-10
"B_AC104024.1",0.463750811848183,5.27670905308209e-06
"B_PALMD",-0.498373058121575,7.30772627466696e-07
"B_FAM241B",-0.52133639294899,1.78060729570905e-07
"B_IFIH1",-0.50491433597699,4.93324976853654e-07
"B_DNAJA1P1",-0.478213329490152,2.36011165755252e-06
"B_CHIA",-0.472077552683205,3.33372468742912e-06
"B_D2HGDH",0.390786004568409,0.000187117112128603
"B_SIM1",-0.51062257898633,3.48373412892313e-07
"B_AC239800.1",-0.795431109556812,7.0073516618634e-21
"B_GPR89B",0.554037408729281,2.01118736190724e-08
"B_CDK14",0.403176803212805,0.000107987672539599
"B_ADAMTSL3",-0.428238786473392,3.31625106067666e-05
"B_RPL37",0.819341722121515,4.3131455629978e-23
"B_SLC30A6",0.255702892410696,0.0204699587131104
"B_PABPC1P13",-0.389630711914986,0.000196545092529586
"B_SYTL1",0.4196568445393,4.99579718283461e-05
"B_CLU",-0.409060129258889,8.25247115548117e-05
"B_HTATSF1P2",-0.386658608624452,0.000223782297969854
"B_ZNF567",0.511351661836007,3.33271602430933e-07
"B_TMEM258",0.441192633707508,1.73521463499644e-05
"B_IGHGP",0.539074100643673,5.62521287404678e-08
"B_AL592148.3",0.347215634643964,0.00109756516280508
"B_PNKD",0.549731369940897,2.71501343057727e-08
"B_CEACAM6",-0.575794350209424,4.07932824130654e-09
"B_STOML2",0.728416399853239,5.7979895981509e-16
"B_TRBV5-4",-0.260314996117984,0.01808114123985
"B_AC092329.1",-0.43605076155367,2.25503259120354e-05
"B_PPP2R1B",0.43286704920493,2.64167529259894e-05
"B_STXBP2",-0.349663923931709,0.000999757073813279
"B_EZR",0.849912327946954,1.60821363983018e-26
"B_PPP4R1",-0.533334274534979,8.28798227402102e-08
"B_BTBD2",0.760424064184889,3.99704791848825e-18
"B_NIFK",0.494675104404664,9.11568696067246e-07
"B_HSPD1P8",-0.495130397823669,8.87182720554207e-07
"B_DGKI",-0.483178634747366,1.77855648312604e-06
"B_IGDCC4",-0.541376649330811,4.80690986224672e-08
"B_SNRPE",0.51004614686176,3.60842447632542e-07
"B_ARMC1",0.469485392423609,3.84230028352032e-06
"B_LINC02232",-0.517566493961533,2.26826506324064e-07
"B_HLA-DMA",0.891721837437359,1.05209715966295e-32
"B_TRAV12-1",-0.291459540921826,0.00735522042929428
"B_SPAG4",0.42507374131298,3.85743783793007e-05
"B_ARMCX2",0.756823411938145,7.0985176631439e-18
"B_AC090673.1",-0.63195188465721,3.67973633958832e-11
"B_NPM1P22",-0.404074180909456,0.000103665103934667
"B_AC016717.2",-0.34968894729546,0.000998993718438297
"B_RFX2",-0.419512892462274,5.02794012026144e-05
"B_AP000347.1",-0.470406546127697,3.65269903167989e-06
"B_COPS8",0.534325098532095,7.77922544637105e-08
"B_CTNNBL1",0.649184410698537,7.23606781648645e-12
