"","MM.darkturquoise","padj.MM.darkturquoise"
"T_NFAM1",0.5319466356221,9.51508438428596e-08
"T_IL32",-0.445901842034879,1.4792848937158e-05
"T_IRF7",0.682773200184596,2.53631943880623e-13
"T_SNORA62",-0.317030011214917,0.00334709843773795
"T_TFEC",0.616523705429803,1.54261221794702e-10
"T_LCK",-0.576733711089932,3.88272360841961e-09
"T_CCR7",-0.604793448966582,4.12470958820629e-10
"T_ITGAX",0.386119891250235,0.000241991561251494
"T_RHOB",0.515534594365223,2.74666169696725e-07
"T_BCL11B",-0.611003402076103,2.44748748613242e-10
"T_KRT73",-0.464618017625194,5.51580599433848e-06
"T_TC2N",-0.542603058522788,4.63370221472088e-08
"T_MX1",0.924975229816736,5.48315852359451e-40
"T_CARMIL2",-0.446177750213482,1.46013687695279e-05
"T_DOCK5",0.461538039484399,6.51001423385981e-06
"T_EPB41L3",0.449479123722942,1.23409044802125e-05
"T_AC136475.3",-0.403738339309806,0.000111831612267493
"T_LTB",-0.304935561263903,0.00498194659271673
"T_RAB31",0.570598208752382,6.16658875539938e-09
"T_PDZD4",-0.333507703142822,0.00187961667871419
"T_SLC2A3P1",-0.371144044234377,0.00044931923592186
"T_S100A12",0.484779657023754,1.77425690754309e-06
"T_TCIRG1",0.247340403209407,0.0266842982042177
"T_SNORA68",-0.228407404969691,0.042723944481313
"T_RGS2",0.401263857935152,0.000124883013099227
"T_CACNA1I",-0.439435120390319,2.04196455238452e-05
"T_LEF1",-0.635015987452987,3.02205396057501e-11
"T_SNORA6",-0.24809467767259,0.02616914020921
"T_CD86",0.619349794902323,1.20691241716036e-10
"T_TNFSF13B",0.65293866524576,5.61429119040913e-12
"T_AC139495.3",0.456479549239537,8.52996098037073e-06
"T_KLF4",0.591756316893493,1.2011935839307e-09
"T_SNORA38",-0.300430818102099,0.00576215515988743
"T_TGFBR3",-0.331433852615751,0.0020255696455155
"T_CST7",-0.290983901012493,0.00774807545186048
"T_NELL2",-0.648426437995557,8.74129306802140e-12
"T_TRGV9",-0.295952604726633,0.0066408990395373
"T_INPP4B",-0.56353967423858,1.04013396922482e-08
"T_SNORD94",-0.382257571306911,0.000283841258773799
"T_FAM198B",0.61635050112205,1.56505242145895e-10
"T_SLC8A1",0.571521417686049,5.76884856486493e-09
"T_LRP1",0.495433952179741,9.46947376591822e-07
"T_CCR1",0.623450990072564,8.54348419590382e-11
"T_SECTM1",0.62388249839185,8.20179438853181e-11
"T_AQP9",0.493697570734197,1.05235313745904e-06
"T_GAS7",0.35948994249815,0.000713259029807396
"T_DUSP2",-0.292100982226915,0.00749088924723595
"T_AC103591.3",0.222999453365829,0.0486568410360475
"T_FES",0.556831391583083,1.70395401780125e-08
"T_FAM49A",0.47005143386733,4.09007535080094e-06
"T_TMEM176B",0.559587101348208,1.39033947508638e-08
"T_FCGR1A",0.613125247597606,2.06592075789591e-10
"T_F13A1",0.463730432375758,5.78168530017926e-06
"T_PTAFR",0.558479158142856,1.50612401796697e-08
"T_CD163",0.582618331983585,2.44627096159794e-09
"T_SLC38A1",-0.614696992475,1.8018654312525e-10
"T_PLEK",0.276134197033008,0.012070024042683
"T_CSTA",0.612162412833864,2.22915813702489e-10
"T_PIK3AP1",0.414213295364108,6.93595664446444e-05
"T_CD28",-0.591990144854133,1.17753842812395e-09
"T_SNORA48",-0.298926097273584,0.00603738903191875
"T_ABLIM1",-0.611146831483993,2.42371793644502e-10
"T_AL162151.2",-0.232358471429485,0.0388429281175411
"T_FCER1G",0.549983227125483,2.78647272833637e-08
"T_PILRA",0.461809788650818,6.42428015626931e-06
"T_HLA-DPA1",0.581061291561354,2.7746565327841e-09
"T_SNORA3A",-0.341958071929111,0.00137997951366518
"T_RNU6ATAC",-0.278664629122473,0.0111887831298756
"T_ERAP2",-0.246464530641399,0.0273068245209431
"T_CD5",-0.552866406925835,2.26881914995215e-08
"T_RNU2-2P",-0.347402683700016,0.00112929581758993
"T_LILRA6",0.543277906417055,4.42525019216588e-08
"T_IFI6",0.923482844808545,1.16585199599666e-39
"T_SNORA26",-0.354368126890031,0.000868443036607404
"T_TRBV28",-0.38328004376913,0.000272011686405733
"T_IL13RA1",0.566049163629646,8.65149117126400e-09
"T_FAM153B",-0.264408809587748,0.0168888834792604
"T_OAS3",0.879655385770711,1.12624288864582e-30
"T_KYNU",0.604608974300576,4.18469052795811e-10
"T_TRAT1",-0.501321970526442,6.6519991446417e-07
"T_CARD11",-0.471107295060996,3.86460961357887e-06
"T_NCF1C",0.552285207082565,2.36431580261282e-08
"T_PYGL",0.530338917534524,1.05551700849859e-07
"T_BTK",0.612185957911471,2.22593601155143e-10
"T_RNU6-1",-0.280486425474937,0.0106181125371872
"T_RNU6-3P",-0.280486425474937,0.0106181125371872
"T_RNU6-5P",-0.280486425474937,0.0106181125371872
"T_CSF2RB",0.616061409212102,1.60611108856252e-10
"T_CAMK4",-0.54854170601903,3.08132225794384e-08
"T_ODF3B",0.830031637388174,3.87815005935115e-24
"T_NAPRT",0.258709941453401,0.0197239527555292
"T_METRNL",0.256070579976187,0.0211461299180006
"T_CD247",-0.616104772793742,1.60067645869087e-10
"T_AIF1",0.505752257404139,5.0485975309356e-07
"T_TLR2",0.635138940998617,2.98649417551352e-11
"T_EFHD2",0.315526374715487,0.00352316523455876
"T_PLCH2",-0.393240301631144,0.000177892050079466
"T_ENTPD1",0.371770861057787,0.000438159549074159
"T_HLA-DPB1",0.489654440620297,1.33620741488338e-06
"T_SORT1",0.555566151237652,1.86645546786515e-08
"T_SNORA31",-0.271591788024235,0.013757688585355
"T_PLCG1",-0.523847776344734,1.6116443771537e-07
"T_CYBA",0.277020889115549,0.0117556166461094
"T_BST1",0.599522313131964,6.36251193793499e-10
"T_THEMIS",-0.529791441014893,1.09425916449915e-07
"T_CSRNP1",0.249703773032906,0.0250824786117669
"T_S100B",-0.256796540437144,0.0207418082209526
"T_USP18",0.934944961550959,9.68813081902503e-43
"T_KCTD12",0.569248014093901,6.81890791197762e-09
"T_SIRPA",0.568783018286819,7.06090976814705e-09
"T_CD3E",-0.614230030309267,1.87331561250908e-10
"T_WDFY3",0.596422009747073,8.23277368051619e-10
"T_PDK4",0.642990160415159,1.44496271940839e-11
"T_HOPX",-0.380380825405316,0.0003074617643348
"T_CD27",-0.520334427389275,2.01961496270026e-07
"T_IFIT2",0.869917275063276,3.4513763138459e-29
"T_EMILIN2",0.614976857454295,1.75754801558135e-10
"T_HMOX1",0.619663886046257,1.17506236946288e-10
"T_APBA2",-0.534110836413831,8.21850502485674e-08
"T_CALHM6",0.447889118173801,1.33889950412852e-05
"T_WDFY4",0.531806655396171,9.60039688590669e-08
"T_LBH",-0.626237575344667,6.70501784480619e-11
"T_CCR4",-0.445954598968118,1.47574658485747e-05
"T_ITGA6",-0.647450833977901,9.51356370433489e-12
"T_SPI1",0.617676260607959,1.39120503310986e-10
"T_TVP23C-CDRT4",-0.226764953587447,0.0444518425853772
"T_ITPR3",-0.389897027410146,0.000205609788497735
"T_HLA-A",0.243330485253671,0.0296466243868596
"T_RASGRP1",-0.537582333463608,6.51988200305673e-08
"T_EPSTI1",0.876747606349786,3.28755440621566e-30
"T_FAM46C",-0.364018067216439,0.000596680275698732
"T_NLRC4",0.55326281508704,2.20318191944819e-08
"T_CXCR2P1",0.590692727839354,1.30018159143883e-09
"T_CTSD",0.362602547293692,0.000630268065875097
"T_ALOX5",0.586546654298928,1.79617420751974e-09
"T_SAMD3",-0.481267818576636,2.1706461528968e-06
"T_CHST15",0.59227625759009,1.15192679405566e-09
"T_CHRM3-AS2",-0.499548754473316,7.39792847000945e-07
"T_OTOF",0.837105990893507,6.23227480439933e-25
"T_FAM102A",-0.520812415685349,1.96113828530318e-07
"T_OASL",0.806434364274734,9.18584037847119e-22
"T_NLRC3",-0.587883728055881,1.62425644491984e-09
"T_ALDH1A1",0.615083433832919,1.74380949679191e-10
"T_MEF2C",0.673746537610339,6.80812935457973e-13
"T_FAM13A",0.249529954466384,0.025200197083446
"T_SH3TC1",0.270408721942741,0.0142318081718084
"T_LAT",-0.379576023416982,0.000317990445831
"T_LGALS2",0.57419589606728,4.7184400459312e-09
"T_FPR2",0.619104740503779,1.22538963350799e-10
"T_PVRIG",-0.357819062211847,0.000760347720806776
"T_CD96",-0.633582627509676,3.45471235381379e-11
"T_MAFB",0.595162753079661,9.16141340908582e-10
"T_NCF1",0.540106949798481,5.48824902451966e-08
"T_CLUHP3",-0.376809554272223,0.000357105876357759
"T_CD3D",-0.590702568809968,1.29988026771983e-09
"T_HSPA7",0.551757913709386,2.45539505205706e-08
"T_CD74",0.544490213053533,4.08253572949495e-08
"T_ADORA2A",-0.247767704581511,0.026384422163325
"T_POC1B-GALNT4",0.307767641366555,0.00454811733140314
"T_CRIP2",-0.358317932532762,0.000745973039758963
"T_FAM153A",-0.42529808129152,4.11414264618763e-05
"T_RHPN1",-0.296425955577895,0.00654061034016927
"T_CD1D",0.587720776781761,1.64362453055625e-09
"T_KLRG1",-0.375837974719128,0.000371635641599667
"T_IL18RAP",-0.398545486990815,0.000140710440887705
"T_CIITA",0.581317929719416,2.71943536446679e-09
"T_CD300LF",0.551108234868711,2.57353173909696e-08
"T_ARHGEF40",0.557317290103349,1.6453022104942e-08
"T_CD33",0.560226592559741,1.32739079180423e-08
"T_LMO2",0.635941160841377,2.7822506923712e-11
"T_CXCR6",-0.432169154165011,2.94681252441946e-05
"T_LINC00861",-0.549391340089293,2.90453880387648e-08
"T_TIGIT",-0.423665296607459,4.44520023993874e-05
"T_P2RY13",0.600482479322744,5.86324706731896e-10
"T_HLA-DMB",0.58672357154618,1.77358915283432e-09
"T_SNORD33",-0.317708667489823,0.00327224661178984
"T_AL360012.1",-0.258740403847714,0.0197084158656899
"T_OR2A20P",-0.273290288774785,0.0131222717100606
"T_MYOF",0.655118904865441,4.49501323497038e-12
"T_LTBP3",-0.430398633089445,3.21528138713973e-05
"T_S1PR1",-0.552837304952905,2.27303972282652e-08
"T_SNORA63",-0.306054454412504,0.00480869480534123
"T_TNFSF13",0.507938117581994,4.4117149179758e-07
"T_CAPG",0.606000409329518,3.72875548590566e-10
"T_SNORA72",-0.29287062717988,0.0073185588899818
"T_TICAM2",0.516349658772682,2.60776784764524e-07
"T_ANPEP",0.490950034249475,1.23688590264997e-06
"T_SLC43A2",0.540904307274188,5.20832682649924e-08
"T_SBNO2",0.237500574152383,0.0342577968941837
"T_CFD",0.624968479076633,7.50531336918416e-11
"T_DYSF",0.486279614248313,1.62540476355351e-06
"T_IGSF6",0.577510622955727,3.66835201743924e-09
"T_DMXL2",0.593974851151539,1.00477652932518e-09
"T_F2R",-0.371584660160284,0.000441540715868832
"T_AOAH",0.277219028852779,0.0116876356446895
"T_FCGR3B",0.443588354583365,1.65912974149754e-05
"T_CXCL10",0.651401909152292,6.5641335493544e-12
"T_LINC02273",-0.494094446098043,1.02759704289876e-06
"T_SNORA23",-0.291976557418749,0.00751926347496383
"T_SCO2",0.729168784136313,6.85659550707187e-16
"T_ATP8B2",-0.557822385881839,1.58322213076969e-08
"T_CES1",0.584766425982267,2.07581445806712e-09
"T_C19orf38",0.572472390956894,5.36704073745542e-09
"T_TREM1",0.478599611976968,2.52850107341541e-06
"T_EOMES",-0.480848774716579,2.2235361511344e-06
"T_RGPD2",-0.466511128222364,4.97664782666117e-06
"T_IL2RB",-0.470613467003661,3.96803829573622e-06
"T_CD300A",0.275299707685192,0.0123783515338664
"T_IRF8",0.577340832109694,3.71619329793584e-09
"T_GNB4",0.706615047610694,1.43778424892803e-14
"T_HSPA6",0.594027000753181,1.00067791235886e-09
"T_CR1",0.31410029099225,0.00369349588874334
"T_SNORA70",-0.241304419780469,0.0311734488580972
"T_CD2",-0.578591648505212,3.37427155063785e-09
"T_CYP1B1",0.573770392426801,4.87152110787028e-09
"T_PSAP",0.547279621356118,3.36898653044233e-08
"T_CTBP2",0.373841971563944,0.00040260313797626
"T_FCMR",-0.681278998144901,2.96772724231146e-13
"T_VNN1",0.586701570027894,1.77596000673133e-09
"T_SIGLEC14",0.560835140754286,1.27103547260859e-08
"T_TSPO",0.31826540979641,0.00321187596024885
"T_SNORD13",-0.253763005870115,0.0225216221859747
"T_SIRPB2",0.561361384863972,1.22463603217993e-08
"T_CLEC4E",0.545669491517128,3.76384007322408e-08
"T_C5AR1",0.533081061445779,8.81491316356562e-08
"T_CEBPD",0.399887152691707,0.000132585068709275
"T_SGK1",0.366173706017886,0.000548019072451632
"T_SGMS2",0.648942369122704,8.38769856484787e-12
"T_HIST1H2BC",0.324244512035928,0.00261618119634344
"T_AC068775.1",-0.30804115449229,0.00451124281305028
"T_IFITM1",0.276260367928691,0.0120263017891402
"T_BAIAP3",-0.242649727594011,0.0301681792031687
"T_ARHGEF10L",0.599016539999886,6.63596968038252e-10
"T_CD160",-0.232544824364942,0.0386747955234575
"T_KCNE3",0.574066919379074,4.76281161316965e-09
"T_LST1",0.564860049366102,9.45287972712947e-09
"T_SNORA10",-0.338271230333302,0.0015831669087731
"T_SLC31A2",0.545343813715156,3.85050287343207e-08
"T_DCHS1",-0.328765924748678,0.00222872147825361
"T_HSPA1A",0.512724735025314,3.27511136493851e-07
"T_ADAP1",0.375876136974591,0.000371171958175934
"T_LGALS3BP",0.62044561822178,1.09678458821976e-10
"T_LPCAT2",0.546094909882825,3.65381410571461e-08
"T_TBC1D9",0.54726338880687,3.37178290350733e-08
"T_NLRP12",0.513902181103545,3.04687646939417e-07
"T_LAT2",0.63626037964866,2.71210884236227e-11
"T_DDIT4",-0.385469332276323,0.000248859193905897
"T_FGD4",0.541638048463209,4.94322628739944e-08
"T_AC009041.2",-0.26312159323061,0.0174728486237115
"T_CD302",0.544397433191174,4.10848521455334e-08
"T_TLR7",0.726181665812812,1.03728300206515e-15
"T_ZNF154",-0.480305055453795,2.29317047529898e-06
"T_PMAIP1",0.286459078437572,0.00890413352430997
"T_SNORD14C",-0.253861079915929,0.022467648297353
"T_CD300LB",0.575561360623066,4.24675257758802e-09
"T_MS4A1",-0.251272524608931,0.0240756341108432
"T_TMEM170B",0.540238644134009,5.442226324334e-08
"T_SNORA21",-0.352917641692322,0.000918829597096916
"T_TNFRSF25",-0.524254281228933,1.57387301920632e-07
"T_A2M-AS1",-0.334634367259555,0.00180350366925178
"T_GPR171",-0.416122835810692,6.35069293089299e-05
"T_ZNF831",-0.608646282721598,2.99673390769241e-10
"T_SCIMP",0.608104014728887,3.13140280749224e-10
"T_CD3G",-0.570645006667879,6.14553943896633e-09
"T_MYCL",0.589770400059669,1.39831217876733e-09
"T_MYBL1",-0.374441748215882,0.00039306014096859
"T_LTBR",0.606585017409607,3.56253905650225e-10
"T_XAF1",0.936786309461528,2.67184456957789e-43
"T_HIP1R",-0.46748154482798,4.71757150838284e-06
"T_GSTM3",-0.340853848394392,0.00143878041213483
"T_LILRA2",0.574227960864836,4.70814167542707e-09
"T_DTHD1",-0.330773989765549,0.00207400509199905
"T_SLC24A4",0.543564865901956,4.34268913246541e-08
"T_PNPLA6",0.241156615896307,0.0312849278580087
"T_CCR2",0.263944826851773,0.0170969057794975
"T_CTSS",0.619753498413528,1.16566016068903e-10
"T_BICDL1",-0.450341499917824,1.18020210201564e-05
"T_TNK2",0.225716491090235,0.0456051288166045
"T_SCARNA1",-0.305618416900205,0.0048748483279478
"T_LTK",-0.36567411103267,0.000559037286321708
"T_SOCS2",-0.319208173162404,0.00310801064722427
"T_AC020659.1",-0.269202469524847,0.014734061812305
"T_MXRA7",-0.247279335635093,0.0267235062623369
"T_WARS",0.654998366418504,4.53559212874242e-12
"T_RTN1",0.631702048847334,4.06283922227937e-11
"T_RGS18",0.509475277021275,4.01223831160929e-07
"T_PLSCR1",0.932383011743262,4.97574541475516e-42
"T_SNORA2C",-0.333431475980912,0.00188450323338284
"T_AATBC",0.570202384569422,6.35241730956138e-09
"T_DPP4",-0.60961145702946,2.75942151735128e-10
"T_SNORA37",-0.242598207539597,0.0302064879868153
"T_TNS3",0.561274045620665,1.23160648013517e-08
"T_HIST2H2BE",0.346405190028599,0.00117221201643748
"T_TNFSF10",0.612468595630064,2.17649334038872e-10
"T_LILRB3",0.531035451400181,1.00972802172105e-07
"T_PLOD1",0.360269978831774,0.000692122849386532
"T_SLC16A3",0.36336064279924,0.000611950929881793
"T_ZYX",0.284808276826946,0.0093505827436478
"T_KIF13A",0.522298853258493,1.78219930146546e-07
"T_AGAP1",-0.255207840961067,0.0216546347042347
"T_TMEM176A",0.627947335635678,5.73792132426404e-11
"T_PDE4D",-0.26352571373046,0.0172879884641349
"T_CFP",0.531151840008103,1.00213790569529e-07
"T_CPPED1",0.59939435986029,6.43423855016895e-10
"T_NOG",-0.565878568939243,8.75269578921073e-09
"T_SNORA14B",-0.274746220491504,0.0125769844270779
"T_LILRB4",0.587783025465922,1.63695687449459e-09
"T_CTSZ",0.564421593526235,9.749220240022e-09
"T_GAPT",0.668919836176299,1.12466867154154e-12
"T_CEBPA",0.263154470386121,0.0174588974695093
"T_MAL",-0.564790543547938,9.49300331819501e-09
"T_CDKN1A",0.612307234929016,2.20510486312257e-10
"T_ALDH3B1",0.585473915304027,1.95787320940033e-09
"T_DOCK9",-0.615429355520759,1.69434227347208e-10
"T_TBXAS1",0.60645365027649,3.59617024367422e-10
"T_GRAP",-0.256824717656131,0.0207285688496774
"T_HHEX",0.615341989756132,1.70670661870775e-10
"T_APBB1",-0.534815324997764,7.8260169012028e-08
"T_BACH2",-0.577262169676159,3.7350903593934e-09
"T_MSR1",0.642847957394553,1.46557656411038e-11
"T_KLRF1",-0.382462975987028,0.00028148129451786
"T_ANK3",-0.492999751805178,1.09632429758623e-06
"T_SLAMF6",-0.529790340744686,1.09425916449915e-07
"T_PID1",0.596188387905659,8.39443953772556e-10
"T_C15orf38-AP3S2",0.256861948594167,0.0207118623156223
"T_NAPSB",0.596425956601224,8.23277368051619e-10
"T_C14orf132",-0.491853701228101,1.17369566565227e-06
"T_NOD2",0.566069771738106,8.64110942201019e-09
"T_IKZF3",-0.573002395676148,5.16704612163348e-09
"T_MYO1F",0.385205860994006,0.000251770275886762
"T_DAPK1",0.52854179494629,1.18728528312993e-07
"T_SBK1",-0.24986255729951,0.0249773622979543
"T_FCRL3",-0.484543317876036,1.79780822500997e-06
"T_RGPD6",-0.342194604168027,0.00136890776196999
"T_APOBEC3B",0.612773215416726,2.12358060225926e-10
"T_TMEM204",-0.515177754561901,2.80993580707549e-07
"T_NRCAM",-0.458990271451581,7.47621279709671e-06
"T_RXRA",0.509278390336698,4.06335447125997e-07
"T_UBASH3A",-0.493162757820993,1.08641521405211e-06
"T_RAB32",0.502084253260231,6.34153400249345e-07
"T_PLXND1",0.254952099932169,0.0217981362506524
"T_IKZF2",-0.41592275895878,6.40909950403457e-05
"T_PLXNA3",-0.250769178437673,0.0243999827935778
"T_AUTS2",-0.269279616169171,0.0147015117946913
"T_ANKRD36BP2",-0.548284237027489,3.14289419922265e-08
"T_HNMT",0.559648354994714,1.38408672857933e-08
"T_PYHIN1",-0.457133610962644,8.2442386640747e-06
"T_GSTP1",0.32632647503466,0.00242808743583901
"T_CYBRD1",0.535828646153723,7.32603145348556e-08
"T_NDST1",0.508666891102125,4.21699252763465e-07
"T_PLCG2",0.332649577381006,0.00193862277528018
"T_OSCAR",0.587245508640774,1.70779056132143e-09
"T_SIGLEC10",0.57997858295161,3.03568666792075e-09
"T_SNORA50A",-0.376515508557566,0.00036161286830677
"T_STMN3",-0.429401670736117,3.3723870822852e-05
"T_SNORD15B",-0.330559297936001,0.00209004614205965
"T_SCARNA21",-0.316423105540205,0.0034137434717409
"T_SNORA49",-0.29875573278523,0.00607056679456349
"T_NR4A1",0.350303016520151,0.00101495600565938
"T_GRAP2",-0.634503435633365,3.17909271151128e-11
"T_SH2D1A",-0.533170447936152,8.76645654694493e-08
"T_SH2D3A",-0.391008003685516,0.00019618263226054
"T_SYTL2",-0.425554238249323,4.06268156103741e-05
"T_NFE2",0.536792957647562,6.87710406827757e-08
"T_ADAMTS10",-0.514793476275362,2.87930305301246e-07
"T_PROK2",0.290183954950146,0.00793840304934846
"T_FCGRT",0.43465904085843,2.60030546470627e-05
"T_PPP1R16B",-0.496108011512542,9.12310401393461e-07
"T_SNORA38B",-0.36880892107005,0.000493474095739787
"T_QPCT",0.578273439224665,3.45567785845286e-09
"T_GLT1D1",0.566694708232787,8.24916664206052e-09
"T_RNU1-1",-0.24098056989891,0.0314141066717981
"T_RNU1-28P",-0.24098056989891,0.0314141066717981
"T_RNU1-3",-0.24098056989891,0.0314141066717981
"T_1-Sep",-0.594479775110335,9.64651537459874e-10
"T_CLIC4",0.628278896844983,5.57459398552017e-11
"T_RNVU1-18",-0.240856296316251,0.0315108305292085
"T_C2",0.592008034345948,1.17641425640494e-09
"T_LGALS9",0.814711145187266,1.51417926096429e-22
"T_NAMPT",0.622683105749847,9.06264151469838e-11
"T_CCDC141",-0.531330359242603,9.9121562642575e-08
"T_BCL2",-0.515018033689581,2.83888321326342e-07
"T_NFATC2",-0.470597569480977,3.97088746499959e-06
"T_IRF5",0.544607297481387,4.05084434751712e-08
"T_ADAM15",0.420398197956581,5.19823972814504e-05
"T_RHOH",-0.609582159584407,2.76045077907381e-10
"T_CD300C",0.566422183994755,8.40834120803421e-09
"T_MCTP1",0.584140761750171,2.17664936766625e-09
"T_SNORD21",-0.249860440115179,0.0249773622979543
"T_THBS1",0.457278983685557,8.1800399243228e-06
"T_NCF1B",0.428634700375903,3.49906481711025e-05
"T_GPR141",0.359097441216345,0.000723963497020478
"T_LAP3",0.8653980850292,1.50543898294239e-28
"T_HIST2H2BF",0.28711188253593,0.00872844737823024
"T_TMCC3",0.229029965488241,0.0421128604899049
"T_LHFPL2",0.639096105745826,2.0730461735519e-11
"T_SIGLEC9",0.479234783261996,2.43737824802925e-06
"T_ITM2A",-0.580892125216963,2.81103869275941e-09
"T_ABCD2",-0.504984170032406,5.29732175499322e-07
"T_FTL",0.394033925462241,0.000171892762805513
"T_EIF2AK2",0.842112709755839,1.63414483474181e-25
"T_RBM47",0.579518449665068,3.14876865456978e-09
"T_LILRA1",0.618609691223907,1.28390432404065e-10
"T_SAT1",0.655594975239913,4.305252375705e-12
"T_GNB2",0.265960400966455,0.0161547746961224
"T_GOLM1",0.422400941737982,4.72678049944456e-05
"T_SNORA71B",-0.319787702213674,0.00304737182983503
"T_CLEC10A",0.536607643696116,6.95460034476214e-08
"T_AL390728.6",0.310908353560643,0.00410199351901924
"T_AP1S2",0.594552265349363,9.60912535273565e-10
"T_P2RX1",0.585167806158236,2.00812554021151e-09
"T_SIT1",-0.42114144143291,5.0178127567174e-05
"T_SLC37A2",0.638105911253892,2.27685974141837e-11
"T_CYP27A1",0.581155995139152,2.75501561354582e-09
"T_CREB5",0.613751853224536,1.95138242447224e-10
"T_TTC16",-0.279355208929619,0.0109727489610973
"T_ADGRE5",0.256910246035356,0.0206861077109277
"T_KLF10",0.583630519544151,2.26600099960343e-09
"T_NDUFA13",0.237851655659296,0.0339682321071682
"T_TRABD2A",-0.664070465782461,1.84108216174826e-12
"T_SNORA27",-0.277017527564015,0.0117556166461094
"T_FERMT3",0.247936460981969,0.02627390237316
"T_SNORA66",-0.295314562368692,0.00677460856464181
"T_RIN2",0.660373567216002,2.64857643858078e-12
"T_FLT3LG",-0.262376627215492,0.0178301579724075
"T_MIIP",0.284743200537338,0.00936979122037516
"T_KLRC4",-0.327668594704805,0.00231642786185034
"T_MT-ND3",-0.372709617965638,0.000421330008926698
"T_SDK2",-0.288353830989347,0.00840620455542358
"T_SNORD9",-0.260555679029584,0.0187503216744838
"T_MIAT",-0.351721602613801,0.000961315736954425
"T_LINC00649",-0.469293043232677,4.27076905588988e-06
"T_CFH",-0.424781249647154,4.21319090272627e-05
"T_CRISPLD2",0.494585431978618,9.97767163512888e-07
"T_JUP",0.606348318447551,3.61826964090608e-10
"T_DST",0.250085032242653,0.0248366944552646
"T_LY86",0.63082780329693,4.40683088784421e-11
"T_SLFN12L",-0.467847080426299,4.62576327906115e-06
"T_COPE",0.23465158340857,0.0367479866107793
"T_SNORA64",-0.298731777604163,0.00607492656189146
"T_AK5",-0.656272885535289,4.01648843353636e-12
"T_EPHA1",-0.419321690405076,5.46937846925672e-05
"T_GTF2H2B",0.281038985450033,0.0104484864023275
"T_AC005943.1",0.224062525721606,0.0474391677130042
"T_ASCL2",0.334405851642527,0.0018191206322619
"T_CORO1B",0.384629032729192,0.000257858541427432
"T_SCML4",-0.612010918490849,2.25657316926875e-10
"T_SNX10",0.648043335706211,9.01231707057052e-12
"T_TBC1D8",0.54655048221431,3.53390153343739e-08
"T_PRR5",-0.279947250559016,0.0107854259621332
"T_TIMP2",0.513129038437709,3.19128771259148e-07
"T_AQP3",-0.623407078495644,8.57306173145938e-11
"T_GAA",0.33009393979217,0.00212544010009118
"T_ADTRP",-0.481893808024072,2.09645292384098e-06
"T_PTPN6",0.242059598826156,0.0306183915924833
"T_SNORA18",-0.249921190411455,0.0249410060178588
"T_ADAMTSL4",0.57912628742211,3.24744053526991e-09
"T_SOX4",0.22477643391134,0.0466350702542003
"T_FADS1",0.281861296885547,0.0101983910824165
"T_SHTN1",0.631675337313222,4.06967100774688e-11
"T_SEMA4A",0.591049141151939,1.2697558850814e-09
"T_AC145138.1",-0.590022747218779,1.37233158943002e-09
"T_ADAP2",0.580721065013092,2.85174369859724e-09
"T_MYO6",-0.306962703318212,0.00466982725086282
"T_TNFRSF1B",0.397078864965289,0.000150187611931174
"T_SNORA7B",-0.278080935164763,0.0113804130718596
"T_SESTD1",0.41036450690203,8.27335641824012e-05
"T_STX11",0.654453960824233,4.80265555874775e-12
"T_PADI2",0.540342404817578,5.40589238477135e-08
"T_EPHA4",-0.502916524348689,6.03123117943691e-07
"T_CTLA4",-0.395058839173307,0.000164195620112074
"T_CXCR2",0.348332720416561,0.00109169756228138
"T_ADGRE2",0.556556309511307,1.73808181781604e-08
"T_SULT1A4",0.321161110168208,0.00291283720791751
"T_PRAM1",0.51922873440176,2.16471024430433e-07
"T_SASH1",0.571387253530306,5.82447998462539e-09
"T_RPL13",-0.222859756304647,0.0488000539200874
"T_RHOU",0.395793326263465,0.000158951315997715
"T_RNASE6",0.587151471836813,1.72112291624251e-09
"T_PRKCH",-0.621722473810166,9.80343561706653e-11
"T_FLT4",-0.521053345747826,1.93088282554245e-07
"T_TMC8",-0.272652274211729,0.013356839925212
"T_OGFRL1",0.536538602342639,6.9853940720841e-08
"T_SNHG25",-0.267668571136123,0.0153923435438089
"T_MAP3K8",0.231652136832069,0.0395176028089305
"T_NSG1",-0.486562465312129,1.59966304701839e-06
"T_MAN2B1",0.290076405860197,0.00796463972070484
"T_NAIP",0.423230207441624,4.5429215645576e-05
"T_ICOS",-0.444160115429809,1.61156672307762e-05
"T_CAMK1",0.590480620460674,1.32450277510294e-09
"T_PLEKHF1",-0.246041506461406,0.027603796654408
"T_DDX11",-0.315223463070372,0.00355657677713097
"T_AC124312.3",-0.374082970604346,0.000398577140410118
"T_RNF144B",0.511620295274532,3.51028737244455e-07
"T_AC011330.1",-0.22875998298235,0.0423754600384135
"T_SNORA74D",-0.335638067069784,0.00173960207944601
"T_PSMB10",0.295334685376777,0.0067713834349934
"T_APOBR",0.258124284062593,0.0200260486032928
"T_CARD9",0.520229145484043,2.03277939026688e-07
"T_NCF4",0.535183455269399,7.63619399773203e-08
"T_CORO1C",0.60333490020843,4.64698876340655e-10
"T_LSR",-0.311514023679937,0.00401780753778805
"T_AXIN2",-0.597575144865342,7.48955530411244e-10
"T_IGFBP3",-0.372159813350157,0.0004310818757585
"T_PATJ",-0.611048605752044,2.4408316280971e-10
"T_STEAP4",0.587782585023742,1.63695687449459e-09
