"","MEskyblue","MEgreen","MEyellow","MElightgreen","MEwhite","MEmagenta","MEdarkorange","MElightyellow","MEred","MEmidnightblue","MEpurple","MEdarkgrey","MEblack","MEdarkturquoise","MElightcyan","MEgreenyellow","MEturquoise","MEbrown","MEsaddlebrown","MEsalmon","MEgrey60","MEcyan","MEblue","MEpink","MEroyalblue","MEdarkred","MEorange","MEdarkgreen","MEtan","MEgrey"
"32152296",-0.0117232426881768,-0.121748997988828,-0.0804533301296612,0.0226920118605284,0.0368290055810814,-0.0849806228451961,-0.0771945056845583,0.0103968730438577,-0.070361459971285,-0.0503726265449742,-0.133348952274628,-0.0111453699887319,-0.0611454188073295,-0.121591130832204,-0.112058832905696,-0.0801873876792154,-0.0117005225062219,0.00488751690771932,0.381883048814409,0.0640434549564614,0.0662793040065147,-0.0635130145519851,0.0252169093709922,-0.00580960305350702,0.0853757337592922,0.0939007358972496,0.117561940553548,0.0830165769877605,0.0378642590567988,0.00686057667862125
"32152297",0.109921142934199,-0.0264111689383163,0.0065958691260297,0.0456726823434412,0.047502801222901,-0.0584869982670225,-0.0646105351211666,-0.031924137379344,-0.0547977370262537,0.006137310515318,-0.0484016091425067,0.0431067609132848,0.000157197977734555,-0.0808209664020901,-0.0558103999545756,-0.0326078564464793,0.00751955321623821,0.0201207154850785,-0.0434920857593311,-0.00387840729842917,0.0142464427272112,-0.00378663427723488,0.0120930975589164,0.00899591582881296,0.0255594797475509,0.0530201163817402,0.0698866057064927,0.0809389011299983,0.0536451298292804,0.131590356333263
"32152298",0.190712889992615,0.343885371446323,0.156979564028341,0.25648334935803,0.254331006469846,-0.0507360145514372,-0.059705344884888,-0.030317080640897,-0.0374187830256359,-0.0111956492959503,-0.168222962065876,0.17488069010123,0.0228311802587267,-0.0856393867137747,0.128005145141975,-0.0515467085952741,-0.0200833551601729,0.0295774347324173,0.397798752034189,-0.00989956098709419,-0.115462787649174,0.0971117322588799,-0.00780196293073315,-0.00556683969541416,0.0211658708718336,0.0332583514672566,0.0638575700385404,0.0821107736895852,0.0496400201909116,0.181297208758574
"32152299",-0.0202350649923119,-0.0787312229933149,-0.0740775224485833,-0.0431709805081417,-0.0829834069299045,-0.0516409343849624,-0.0380155867239346,-0.0456424567582024,-0.0489527110994702,0.0634013761028676,-0.0729575559946315,-0.13734776207689,-0.0393355776538976,-0.0904263821980463,-0.0675039911224184,0.0791158900650767,0.0611159337032409,0.0204967471481397,-0.0435468268593599,-0.0259661804676751,0.0808052764945512,-0.0377733266166007,0.0287768927844035,0.0702578552326065,0.00649775762758568,0.0331707894201907,0.0404452215832941,0.0551426951114566,0.048307203505202,0.0867955789431188
"32152300",0.00589117232021593,-0.0252075725523792,-0.0206406027277927,-0.183938617489432,-0.203217749228442,-0.0856401145823267,-0.0901054671928777,0.00824071015177152,-0.0778892521803408,-0.0399350847755896,-0.0836032575177293,-0.0327781809298824,-0.0242865064993809,-0.0654639228876937,-0.0212878330678758,-0.0624043364039367,0.0212386003897373,0.0140837817103099,-0.0416395902285901,0.0946693641229118,-0.000424710095403053,0.0667393027596241,0.0272389341591963,0.0424202590693982,0.0711918237990744,0.0820434423455832,0.124526027716305,0.0348679104136886,0.0238388857864738,0.179997479323299
"32152430",-0.105329973025635,-0.0150332609762028,-0.0495450681106434,-0.196768487948806,-0.215608853503206,-0.0764342633407518,-0.0655775734782467,0.00987125123006849,-0.0761471584068221,-0.0287136029988715,0.222503138482432,0.140328040019049,-0.018514772657335,0.200045165477542,0.019445326183607,0.209750588747917,0.0475937527741198,0.0147588666820887,-0.0470822168835719,-0.0530923842907485,0.0317044038448234,0.125467133496196,-0.0116970909043962,0.0545634062500021,0.0577476625079088,0.0279758658154957,0.0480078227446416,-0.0650050999210203,0.0297217976203813,0.419352293430181
"32160215",0.130360186492109,0.0454713111415434,0.0259443562932383,0.035642455812808,0.0298514591954213,-0.101969779610653,-0.107195833475197,-0.024398994625971,-0.100185066174173,-0.110071021677272,0.0416925416008684,0.149900174460458,-0.0465787983539476,-0.0216346574440679,0.0593933951544077,0.0493258344225771,0.0029383093049348,0.0263979465344093,-0.0470736415918649,-0.127253925255312,-0.168538846110351,0.219133481578929,0.0166038882424651,0.0270045486270808,0.0450272967823328,0.0502966613393318,0.0998150558720198,-0.018099130561347,0.0503121521643964,0.0335575265482524
"32160221",0.425677010311237,0.464839732881846,0.468676604310873,-0.0902334457861986,-0.11419238197807,-0.0613465228042054,-0.0712339623147334,-0.0195064062303245,-0.0432495348618541,-0.0535645795471612,0.10045084017873,0.0533644492290669,-0.00160741032789431,0.223458031111187,0.233598306060986,0.00526311062752949,0.0180648946408415,0.00651736250947277,-0.0518746474516067,-0.094590937126757,-0.252115713400471,-0.14365765321774,-0.0793922827498023,0.0247340680935665,0.020751956768993,0.0407903214968171,0.0177283811874844,0.194489180208847,0.0496766237940173,-0.0563715750176646
"32160439",-0.0975308789154745,-0.128162637012364,-0.068532605919023,0.164449398462624,0.169496387351087,-0.0713043941958668,0.478758890372754,0.102877213718064,-0.197734480412289,0.835694629365813,0.224612117073654,0.0740492543989866,-0.00643291335100334,0.0958411171307784,0.264198803638672,-0.0203871220953178,0.00406793615531749,-0.986559130231575,-0.0445385667731244,-0.147518568216382,0.0660734065045342,0.0261208815400981,0.0229338039751582,0.00532464671559604,0.304431883131327,0.161274834605896,-0.43229032671412,-0.455791987887346,-0.411763889291834,-0.0406526709589666
"32160509",-0.0958930012150346,-0.0553607802415158,-0.0614472587315189,0.110739991863432,0.102808563708841,-0.0537003059546656,-0.0693618221015174,0.0114892857057579,-0.00522950155684402,-0.0210175772509919,0.1678773335071,0.11248880186816,0.0522460499684147,0.102624427957863,0.0553475734782111,0.0605706752347721,0.0105388412571117,0.0531095834097991,-0.0407540018002167,-0.153633634658988,0.062245700755082,0.0856189368078603,0.0256912215277674,0.0190620664805441,-0.0135944020299096,0.0372577655699632,0.104324190101241,0.241131829686273,0.0263940361323795,0.266153722974086
"32160974",-0.0693067236347832,0.0673299955846992,0.652651763455183,-0.497888825363213,0.390100960366461,0.054870175840455,0.0567369535448841,0.613260730504899,0.51540688559591,0.190569198236968,-0.0795031701443876,0.31764814460736,0.945511025727396,0.613784605338837,-0.0147829566104865,-0.133183958426331,0.0677406014759446,0.0168526817331216,-0.0438303660898899,-0.105965810728772,-0.253316199407018,-0.439946176351947,-0.978192984722381,-0.682286034849823,-0.228078232770317,-0.499113127939481,-0.638195006483772,-0.172205458828395,-0.48424679690318,-0.147148186975392
"32161284",0.26219835017323,0.0856750108211181,0.117351878498072,-0.0913058087423699,-0.126269904293902,-0.0571572533110221,-0.0628295681356021,0.00651999399238939,-0.0445424372899261,-0.0290748125467773,0.112976557613412,0.0742867578734768,-0.0392480984467502,0.0691311808097197,0.0103398377158667,0.0357036089709236,-0.00274661214944857,-0.0117785433704206,-0.048414835168488,-0.139137045249916,-0.0757368950944641,0.123581323132003,-0.00104782680918365,0.00435527449184287,0.0763861742097088,0.0770473805989847,0.0390686637166788,0.0449390955755704,0.0454463602082455,0.157533418730764
"32161330",-0.00668337770503662,-0.0289234263175513,-0.0490003234921212,0.234494351427941,0.219845394594955,-0.0715238561387088,-0.0593237806125561,-0.0533753920496098,-0.0316875670477167,-0.0177156633584438,0.0225181307157297,-0.118906203016917,0.077523007546643,-0.0455013418249373,-0.115450532640716,-0.0327615236366386,0.050900936734975,0.0277928209814562,0.384625965998299,0.104355036671487,0.087408115766135,-0.092096967700481,0.0136595294222975,0.0306014094720881,-0.00249213851509694,0.029786436245953,0.0470878546187442,0.0650947511844662,0.0751934054656947,0.0849375444888909
